id,actual_url,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,price_range_and_top_tags,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,website,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,selected_language
g1016035-d11620460,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d11620460-Reviews-Chillout_Steakhouse_Bar-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Chillout Steakhouse & Bar']",Chillout Steakhouse & Bar, Unclaimed,4.0,"May 13, 2019","Centrum II 88/35 Hoteli Kristina, Dubnica nad Váhom Slovakia",48.957367,18.177015,#7 of 12 Restaurants in Dubnica nad Váhom,#7 of 12 Restaurants in Dubnica nad Vahom,,(3),,,,,[],,[],+ Add hours,,,,,,,0,3,0.0,0.0,0.0,"{'English', 'All languages', 'French (1)', 'Italian (2)'}",ALL
g1016035-d11741549,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d11741549-Reviews-Per_Lei-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Per Lei']",Per Lei, Unclaimed,4.0,"April 2, 2022","Nám. Matice slovenskej 4262/22, Dubnica nad Váhom 018 41 Slovakia",48.95826,18.17279,#4 of 12 Restaurants in Dubnica nad Váhom,#1 of 3 Pizza in Dubnica nad Vahom,"['$$ - $$$', 'Italian', 'French', 'Pizza']",(24),,,,"Italian, French, Pizza","Breakfast, Lunch, Dinner",,"Wheelchair Accessible, Table Service", Open now: 08:00 AM - 10:00 PM,tel:+421 918 636 304,"http://www.perlei.sk"",""email"":""perlei@perlei.sk",bubble_35,bubble_30,bubble_30,,13,4,3.0,1.0,3.0,"{'All languages', 'German (1)', 'Slovak (17)', 'Hungarian (1)', 'Czech (1)', 'English', 'Italian (4)'}",ALL
g1016035-d11809326,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d11809326-Reviews-Penzion_Restauracia_Tematin-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Penzion & Restauracia Tematin']",Penzion & Restauracia Tematin, Unclaimed,5.0,"September 3, 2021","Krizna 350 Penzión & Reštaurácia Tematín sa nenachádza v Dubnici nad Váhom, ale v obci MORAVANY NAD VÁHOM, Dubnica nad Váhom 92221 Slovakia",48.60075,17.85989,#2 of 12 Restaurants in Dubnica nad Váhom,#1 of 2 International in Dubnica nad Vahom,"['$$ - $$$', 'International']",(14),,,₪29 - ₪80,International,[],,[],+ Add hours,tel:+421 33/797 04 79,"https://www.facebook.com/Penzi%C3%B3n-Re%C5%A1taur%C3%A1cia-Temat%C3%ADn-424792471392/"",""email"":""tematin@tematin.sk",bubble_50,bubble_50,bubble_50,,11,3,0.0,0.0,0.0,"{'English (2)', 'All languages', 'Russian (1)', 'German (1)', 'Czech (1)', 'Slovak (9)'}",ALL
g1016035-d12589987,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d12589987-Reviews-BresCafe-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'BresCafe']",BresCafe, Unclaimed,,,"Namestie Matice slovenskej, Dubnica nad Váhom 01841 Slovakia",48.958145,18.17305,,,"['$', 'Italian']",,,,,Italian,Breakfast,,"Takeout, Outdoor Seating, Seating, Parking Available, Street Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Playgrounds, Family style", Closed now:  See all hours,tel:+421 42/442 08 89,"http://www.bresman.sk/maloobchod/brescafe"",""email"":""info@bresman.sk",,,,,0,0,0.0,0.0,0.0,,
g1016035-d13417263,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d13417263-Reviews-Academus-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Academus']",Academus, Unclaimed,4.0,"January 22, 2018","Sladkovicova 533/20, Dubnica nad Váhom 01841 Slovakia",48.96022,18.16035,#10 of 12 Restaurants in Dubnica nad Váhom,#2 of 2 European in Dubnica nad Vahom,['European'],(1),,,,,[],,[],+ Add hours,tel:+421 918 111 166,"http://academus.sk"",""email"":""restauracia@academus.sk",,,,,0,1,0.0,0.0,0.0,"{'Slovak (1)', 'English', 'All languages'}",ALL
g1016035-d15278689,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d15278689-Reviews-7edmicka_coffee_place-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', '7edmicka coffee place']",7edmicka coffee place, Claimed,5.0,"August 15, 2020","Obrancov mieru 347, Dubnica nad Váhom 01841 Slovakia",48.957195,18.169481,#3 of 12 Restaurants in Dubnica nad Váhom,#1 of 1 Cafe in Dubnica nad Vahom,"['$', 'Cafe', 'Wine Bar']",(8),,,,"Cafe, Wine Bar","Breakfast, Lunch, Dinner",,[], Closed now:  See all hours,tel:+421 948 153 154,"https://www.facebook.com/7edmickacoffeplace/"",""email"":""7edmicka@gmail.com",,,,,8,0,0.0,0.0,0.0,"{'Czech (1)', 'Slovak (6)', 'All languages', 'English (1)'}",ALL
g1016035-d16805407,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d16805407-Reviews-Lavante_SKY_Restaurant-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Lavante SKY Restaurant']",Lavante SKY Restaurant, Claimed,3.5,"May 11, 2020","Namestie Matice Slovenskej 4262, Dubnica nad Váhom 01841 Slovakia",48.95914,18.17394,#9 of 12 Restaurants in Dubnica nad Váhom,#1 of 2 European in Dubnica nad Vahom,"['$$ - $$$', 'European']",(5),,,₪13 - ₪118,European,"Lunch, Dinner",,[], Open now: 11:00 AM - 9:00 PM,tel:+421 951 178 252,"http://www.lavantesky.sk"",""email"":""lavantesky@lavantesky.sk",,,,,3,0,0.0,0.0,2.0,"{'Slovak (4)', 'All languages', 'English (1)'}",ALL
g1016035-d18344263,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d18344263-Reviews-Pizzeria_Cafe_105-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Pizzeria Cafe 105']",Pizzeria Cafe 105, Claimed,5.0,"August 30, 2019","Pionierska 417, Dubnica nad Váhom 01841 Slovakia",48.9565,18.16762,#5 of 12 Restaurants in Dubnica nad Váhom,#2 of 3 Pizza in Dubnica nad Vahom,['Pizza'],(2),,,,Pizza,"Lunch, Dinner, Drinks",,[], Open now: 10:00 AM - 10:00 PM,tel:+421 905 296 083,"http://cafe105.webnode.sk/"",""email"":""pizzeriacafe105@centrum.sk",,,,,2,0,0.0,0.0,0.0,"{'English', 'All languages', 'Slovak (2)'}",ALL
g1016035-d19099129,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d19099129-Reviews-U_Kolena-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'U Kolena']",U Kolena, Unclaimed,,,"Bottova ulica 1079/73, Dubnica nad Váhom 018 41 Slovakia",48.965683,18.16204,,,,,,,,,[],,[],+ Add hours,tel:+421 908 101 453,http://ukolena.sk/,,,,,0,0,0.0,0.0,0.0,,
g1016035-d20206009,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d20206009-Reviews-Pizza_Petrulino-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Pizza Petrulino']",Pizza Petrulino, Unclaimed,,,"Tovarenska 44/4069, Dubnica nad Váhom 018 41 Slovakia",48.966972,18.184301,,,['Pizza'],,,,,Pizza,[],,[],+ Add hours,tel:+421 905 360 221,"https://www.facebook.com/pizzapetrulino/"",""email"":""cukrik55@azet.sk",,,,,0,0,0.0,0.0,0.0,,
g1016035-d21033601,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d21033601-Reviews-Bublina_Retro_Kaffiaren-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Bublina Retro Kaffiaren']",Bublina Retro Kaffiaren, Unclaimed,5.0,"June 19, 2020","Namestie Matice Slovenskej 4261/21, Dubnica nad Váhom 01841 Slovakia",,,#8 of 12 Restaurants in Dubnica nad Váhom,#8 of 12 Restaurants in Dubnica nad Vahom,,(1),,,,,[],,[],+ Add hours,tel:+421 907 356 634,"https://www.facebook.com/BUBLINA.DCA/"",""email"":""bublina.kaffe@gmail.com",,,,,1,0,0.0,0.0,0.0,"{'All languages', 'English (1)'}",ALL
g1016035-d21183952,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d21183952-Reviews-Yellow_Point_Bistro-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Yellow Point Bistro']",Yellow Point Bistro, Claimed,5.0,"November 1, 2022","Priemyselna 4605/5 Shell Gas Station, Dubnica nad Váhom 018 41 Slovakia",,,#6 of 12 Restaurants in Dubnica nad Váhom,#2 of 2 International in Dubnica nad Vahom,"['$', 'International', 'Grill', 'Contemporary']",(1),,,₪8 - ₪40,"International, Grill, Contemporary, Healthy","Breakfast, Lunch, Dinner, Brunch, Drinks",,"['Delivery', 'Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Parking Available', 'Validated Parking', 'Free off-street parking', 'Highchairs Available', 'Wheelchair Accessible', 'Wine and Beer', 'Digital Payments', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Drive Thru', 'BYOB', 'Dog Friendly', 'Family style']",Closes in 25 min:  See all hours,tel:+421 904 898 498,"http://www.yellowpoint.sk"",""email"":""info@yellowpoint.sk",,,,,1,0,0.0,0.0,0.0,"{'All languages', 'English (1)'}",ALL
g1016035-d21196976,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d21196976-Reviews-Suave_Gelato-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Suave Gelato']",Suave Gelato, Claimed,,,"Namestie Matice Slovenskej 1296/12, Dubnica nad Váhom 01841 Slovakia",,,,,"['$$ - $$$', 'Italian']",,,,₪84 - ₪168,Italian,"Lunch, Dinner",,[], Closed now:  See all hours,tel:+421 918 851 995,,,,,,0,0,0.0,0.0,0.0,,
g1016035-d23163384,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d23163384-Reviews-Fresh_Burger_s-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', ""Fresh Burger's""]",Fresh Burger's, Unclaimed,,,"Centrum 1 1725, Dubnica nad Váhom 01841 Slovakia",48.965958,18.178816,,,"['$', 'American', 'European']",,,,₪8 - ₪25,"American, European",[],,[],+ Add hours,tel:+421 915 579 615,"http://www.freshburgers.sk"",""email"":""rozvoz.dca@freshburgers.sk",,,,,0,0,0.0,0.0,0.0,,
g1016035-d4769766,['https://www.tripadvisor.com/Restaurant_Review-g1016035-d4769766-Reviews-Pizzeria_Kopia_2-Dubnica_nad_Vahom_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Pizzeria Kopia 2']",Pizzeria Kopia 2, Unclaimed,4.0,"December 7, 2015","Bratislavska 4051, Dubnica nad Váhom Slovakia",48.90016,18.02028,#11 of 12 Restaurants in Dubnica nad Váhom,#3 of 3 Pizza in Dubnica nad Vahom,['Pizza'],(1),,,,Pizza,[],,[],+ Add hours,,,,,,,0,1,0.0,0.0,0.0,"{'Slovak (1)', 'English', 'All languages'}",ALL
g1057708-d11904704,['https://www.tripadvisor.com/Restaurant_Review-g1057708-d11904704-Reviews-Hotel_Svatojansky_Kastiel-Liptovsky_Jan_Zilina_Region.html'],"['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Jan', 'Liptovsky Jan Restaurants', 'Hotel Svatojansky Kastiel']",Hotel Svatojansky Kastiel, Claimed,4.5,"March 15, 2022","Starojanska 24, Liptovsky Jan 032 03 Slovakia",49.052223,19.679232,#3 of 3 Restaurants in Liptovsky Jan,#3 of 3 Restaurants in Liptovsky Jan,['$$ - $$$'],(20),,,,,"Breakfast, Drinks, Lunch, Dinner",,"Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi", Open now: 07:30 AM - 10:00 PM,tel:+421 44/521 92 93,"http://www.svatojanskykastiel.sk/en/gastronomy"",""email"":""info@svatojanskykastiel.sk",,,,,13,3,2.0,1.0,1.0,"{'English (2)', 'Polish (2)', 'All languages', 'Slovak (10)', 'Russian (2)', 'Czech (4)'}",ALL
g1057708-d14987830,['https://www.tripadvisor.com/Restaurant_Review-g1057708-d14987830-Reviews-Restauracia_Liptovsky_Dvor-Liptovsky_Jan_Zilina_Region.html'],"['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Jan', 'Liptovsky Jan Restaurants', 'Restauracia Liptovsky Dvor']",Reštaurácia Liptovsky Dvor, Claimed,4.0,"August 27, 2023","Janska dolina 438, Liptovsky Jan 032 03 Slovakia",49.03043,19.67389,#2 of 3 Restaurants in Liptovsky Jan,#2 of 2 European in Liptovsky Jan,"['$$ - $$$', 'European', 'Contemporary']",(27),,,₪20 - ₪148,"European, Contemporary","Lunch, Dinner, Breakfast, Drinks",,"['Outdoor Seating', 'Seating', 'Reservations', 'Parking Available', 'Free off-street parking', 'Television', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Free Wifi', 'Accepts Credit Cards']", Open now: 12:00 PM - 9:00 PM,tel:+421 918 683 123,"https://liptovskydvor.sk/gastronomia-liptovsky-dvor/"",""email"":""info@liptovskydvor.sk",bubble_40,bubble_40,bubble_35,,15,3,5.0,2.0,2.0,"{'English (5)', 'All languages', 'French (1)', 'Slovak (19)', 'Czech (1)', 'Italian (1)'}",ALL
g1057708-d6024350,['https://www.tripadvisor.com/Restaurant_Review-g1057708-d6024350-Reviews-Hotel_Strachanovka_Restaurant-Liptovsky_Jan_Zilina_Region.html'],"['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Jan', 'Liptovsky Jan Restaurants', 'Hotel Strachanovka Restaurant']",Hotel Strachanovka Restaurant, Unclaimed,4.0,"April 9, 2022","Janska dolina 494, Liptovsky Jan 032 03 Slovakia",49.034317,19.673754,#1 of 3 Restaurants in Liptovsky Jan,#1 of 1 Eastern European in Liptovsky Jan,"['$$ - $$$', 'European', 'Eastern European', 'Central European']",(121),,,,"European, Central European, Eastern European","Breakfast, Lunch, Dinner",Vegetarian Friendly,"['Outdoor Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Table Service', 'Takeout', 'Reservations', 'Seating']",+ Add hours,tel:+421 44/526 33 33,http://www.strachanovka.sk/sk/restauracia,bubble_40,bubble_40,bubble_40,,55,31,19.0,6.0,10.0,"{'English (22)', 'All languages', 'German (1)', 'Dutch (1)', 'Russian (6)', 'Japanese (1)', 'Czech (14)', 'Spanish (1)', 'Slovak (66)', 'French (2)', 'Polish (7)'}",ALL
g1057709-d15190938,['https://www.tripadvisor.com/Restaurant_Review-g1057709-d15190938-Reviews-Pizza_NAY-Liptovsky_Trnovec_Zilina_Region.html'],"['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Trnovec', 'Liptovsky Trnovec Restaurants', 'Pizza NAY']",Pizza NAY, Unclaimed,5.0,"August 17, 2023","Liptovsky Trnovec 335, Liptovsky Trnovec 03222 Slovakia",49.12345,19.5501,#1 of 1 Restaurant in Liptovsky Trnovec,#1 of 1 Restaurants in Liptovsky Trnovec,,(5),,,,,[],,[],+ Add hours,tel:+421 915 640 540,https://www.facebook.com/Pizza.Nay/,,,,,4,1,0.0,0.0,0.0,"{'Polish (2)', 'Hebrew (1)', 'All languages', 'English (1)', 'Slovak (1)'}",ALL
g1057709-d21202056,['https://www.tripadvisor.com/Restaurant_Review-g1057709-d21202056-Reviews-Stavtrans-Liptovsky_Trnovec_Zilina_Region.html'],"['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Trnovec', 'Liptovsky Trnovec Restaurants', 'Stavtrans']",Stavtrans, Unclaimed,,,"(Noname) 144, Liptovsky Trnovec 3101 Slovakia",49.120174,19.547308,,,,,,,,,"Breakfast, Lunch",,[], Closed now:  See all hours,tel:+421 44/559 84 34,"http://www.vanilka.sk"",""email"":""info@vanilka.sk",,,,,0,0,0.0,0.0,0.0,,
g1057710-d10027388,['https://www.tripadvisor.com/Restaurant_Review-g1057710-d10027388-Reviews-U_Bielej_Mysi-Senec_Bratislava_Region.html'],"['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', 'U Bielej Mysi']",U Bielej Mysi, Unclaimed,3.5,"August 16, 2021","Slnecne Jazera – Sever, Senec 90301 Slovakia",48.221542,17.424753,#17 of 20 Restaurants in Senec,#17 of 20 Restaurants in Senec,['$$ - $$$'],(5),,,₪21 - ₪105,,[],,[],+ Add hours,tel:+421 905 303 839,"http://www.ubielejmysi.sk"",""email"":""info@ubielejmysi.sk",,,,,2,1,0.0,2.0,0.0,"{'Slovak (1)', 'All languages', 'English (4)'}",ALL
g1057710-d10072395,['https://www.tripadvisor.com/Restaurant_Review-g1057710-d10072395-Reviews-COUNTRY_SALOON_Senec-Senec_Bratislava_Region.html'],"['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', 'COUNTRY SALOON Senec']",COUNTRY SALOON Senec, Claimed,4.0,"August 27, 2023","Slnecne jazera - Sever 2467, Senec 903 01 Slovakia",48.22039,17.41779,#1 of 20 Restaurants in Senec,#1 of 2 Barbecue in Senec,"['$$ - $$$', 'Bar', 'Barbecue', 'European']",(137),,,₪8 - ₪59,"Bar, Barbecue, European, Central European, Pub","Breakfast, Lunch, Dinner, Late Night, Drinks","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",Closes in 21 min:  See all hours,tel:+421 910-553-424,"https://www.sandruana33bistroapub.sk/"",""email"":""country@saloon.sk",bubble_40,bubble_35,bubble_40,,78,28,14.0,6.0,11.0,"{'Portuguese (1)', 'English (22)', 'All languages', 'Russian (2)', 'Dutch (1)', 'Czech (19)', 'Slovak (89)', 'German (3)'}",ALL
g1057710-d11775619,['https://www.tripadvisor.com/Restaurants-g1057710-Senec_Bratislava_Region.html'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1057710-d13430642,['https://www.tripadvisor.com/Restaurant_Review-g1057710-d13430642-Reviews-Murphy_s-Senec_Bratislava_Region.html'],"['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', ""Murphy's""]",Murphy's, Unclaimed,4.0,"July 4, 2019","Stefanikova 1939/74, Senec Slovakia",48.21994,17.41467,#14 of 20 Restaurants in Senec,#14 of 20 Restaurants in Senec,['Pizza'],(3),,,,Pizza,[],,[],+ Add hours,tel:+421 904 597 897,"https://www.murphys-pub.sk/"",""email"":""murphys74@gmail.com",,,,,1,1,1.0,0.0,0.0,"{'English (2)', 'Czech (1)', 'All languages'}",ALL
g1057710-d13499241,['https://www.tripadvisor.com/Restaurant_Review-g1057710-d13499241-Reviews-Siesta_restaurant-Senec_Bratislava_Region.html'],"['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', 'Siesta restaurant']",Siesta restaurant, Claimed,4.5,"May 6, 2023","Zahradnicka 7, Senec 90301 Slovakia",48.21937,17.3882,#7 of 20 Restaurants in Senec,#1 of 1 Spanish in Senec,"['$$ - $$$', 'Italian', 'Spanish']",(11),,,₪21 - ₪84,"Spanish, Italian","Lunch, Dinner",,['Table Service'], Open now: 10:00 AM - 10:00 PM,tel:+421 2/459 263 26,http://www.siestarestaurant.sk,,,,,7,3,0.0,1.0,0.0,"{'Portuguese (1)', 'All languages', 'English (4)', 'Slovak (5)', 'Italian (1)'}",ALL
g1057710-d13869357,['https://www.tripadvisor.com/Restaurant_Review-g1057710-d13869357-Reviews-Restaurant_Kastiel_Studene-Senec_Bratislava_Region.html'],"['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', 'Restaurant Kastiel Studene']",Restaurant Kastiel Studene, Unclaimed,5.0,"September 19, 2019","Studene 542 Most pri Bratislave, Senec 900 46 Slovakia",48.13034,17.29682,#15 of 20 Restaurants in Senec,#2 of 3 International in Senec,"['$$ - $$$', 'International']",(1),,,₪21 - ₪126,International,[],,[],+ Add hours,tel:+421 948 649 664,"http://kastielstudene.sk/restauracia/"",""email"":""restauracia@kastielstudene.sk",,,,,1,0,0.0,0.0,0.0,"{'All languages', 'English (1)'}",ALL
g1057710-d14008485,['https://www.tripadvisor.com/Restaurant_Review-g1057710-d14008485-Reviews-Pralinka-Senec_Bratislava_Region.html'],"['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', 'Pralinka']",Pralinka, Claimed,5.0,"April 11, 2021","Lichnerova 76, Senec 90301 Slovakia",48.217587,17.404375,#5 of 20 Restaurants in Senec,#5 of 20 Restaurants in Senec,"['$$ - $$$', 'Cafe']",(17),,,,Cafe,Breakfast,,Table Service, Closed now:  See all hours,tel:+421 917 481 159,"https://www.facebook.com/pralinka.cokoladovna/"",""email"":""cokoladovna.pralinka@gmail.com",,,,,13,4,0.0,0.0,0.0,"{'All languages', 'Slovak (10)', 'English (3)', 'Czech (2)', 'Serbian (1)', 'Hungarian (1)'}",ALL
g1057710-d14769776,['https://www.tripadvisor.com/Restaurant_Review-g1057710-d14769776-Reviews-Paradajz-Senec_Bratislava_Region.html'],"['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', 'Paradajz']",Paradajz, Claimed,5.0,"July 11, 2022","Miletičova, 17, Senec 90301 Slovakia",48.152794,17.136778,#3 of 20 Restaurants in Senec,#3 of 20 Restaurants in Senec,"['$', 'Fast Food', 'European', 'Grill']",(29),,,₪17 - ₪34,"Fast Food, Healthy, Gastropub, European, Grill, Central European","Lunch, Dinner, Drinks",,"['Delivery', 'Outdoor Seating', 'Seating', 'Takeout', 'Reservations', 'Parking Available', 'Validated Parking', 'Free off-street parking', 'Television', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Wine and Beer', 'Digital Payments', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']", Closed now:  See all hours,tel:+421 903 461 408,"http://www.facebook.com/burgerparadajz/?ref=settings"",""email"":""burgerparadajz@gmail.com",bubble_50,bubble_50,bubble_50,,27,1,0.0,0.0,1.0,"{'Czech (3)', 'English (7)', 'All languages', 'Slovak (19)'}",ALL
