"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local","website","is_available","homesite_user_name","fb_last_update","facebook_text","subscribers","description","fb_last_update_year","website_type","website_status","is_available1","is_available2","fb_rating","fb_reviews","fb_followers"
"g1050095-d7087695","['Europe', 'Bulgaria', 'Kyustendil Province', 'Dupnitsa', 'Dupnitsa Restaurants', 'Pizzeria Napoli']","Pizzeria Napoli","Unclaimed",4,"November 11, 2018","Ulitsa ""Sv. Ivan Rilski"" 75, Dupnitsa 2600 Bulgaria",42.26139,23.10724,"#1 of 7 Restaurants in Dupnitsa","#1 of 1 Pizza in Dupnitsa",27,0,,,"Italian, Pizza","Dinner, Lunch","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Delivery, Takeout, Serves Alcohol, Table Service","False","True",40,30,40,,12,9,3,2,1,"German (1), Italian (3), English (22), French (1)","in rating","g1050095-d7087695","$$ - $$$","Italian, Pizza, Vegetarian Friendly","Restaurants",22,5,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1061549-d10058266","['Europe', 'Bulgaria', 'Vidin Province', 'Belogradchik', 'Belogradchik Restaurants', 'Pri Ivan']","Pri Ivan","Claimed",4.5,"September 22, 2023","Yuri Gagarin 3, Belogradchik 3900 Bulgaria",43.625492,22.691208,"#1 of 3 Restaurants in Belogradchik","#1 of 3 Eastern European in Belogradchik",113,0,,"₪42 - ₪424","European, Eastern European, Central European","Breakfast, Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service","True","True",45,45,45,,96,10,3,3,1,"Spanish (6), Polish (1), German (2), Serbian (6), Italian (5), French (7), Russian (3), Portuguese (1), Dutch (1), English (81)","in rating","g1061549-d10058266","$$$$","European, Eastern European, Central European","Restaurants",81,32,0,"http://priivan.com","Уют и неустоим вкус в Белоградчик | Ресторант ""При Иван""","Уют и неустоим вкус в Белоградчик | Ресторант ""При Иван""","nan",,,,0,"non-facebook","online","True","True",,,0
"g1061549-d12357659","['Europe', 'Bulgaria', 'Vidin Province', 'Belogradchik', 'Belogradchik Restaurants', 'Tavern Markashnitsa']","Tavern Markashnitsa","Unclaimed",3.5,"August 21, 2023","Vasil Levski, Belogradchik 2307 Bulgaria",43.62452,22.69165,"#3 of 3 Restaurants in Belogradchik","#3 of 3 Restaurants in Belogradchik",19,0,,,"Eastern European","Lunch, Dinner","Vegetarian Friendly","Table Service","True","False",40,40,45,,6,6,4,2,1,"French (2), Spanish (1), Russian (1), German (2), English (13)","in rating","g1061549-d12357659","$","Eastern European, Vegetarian Friendly","Restaurants",13,6,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1061549-d8673032","['Europe', 'Bulgaria', 'Vidin Province', 'Belogradchik', 'Belogradchik Restaurants', 'Mislen Kamak']","Mislen Kamak","Unclaimed",4,"October 6, 2023","Belogradchik 102, Belogradchik 3900 Bulgaria",43.62321,22.689146,"#2 of 3 Restaurants in Belogradchik","#2 of 3 Eastern European in Belogradchik",46,0,,,"European, Eastern European","Dinner",,"Outdoor Seating, Seating, Takeout, Reservations, Parking Available, Serves Alcohol, Wine and Beer, Table Service, Drive Thru, Dog Friendly, Family style","False","False",40,35,40,,21,12,5,6,2,"Polish (1), Greek (1), French (4), Russian (1), English (28), Spanish (2), Serbian (1), Italian (4), Dutch (1), German (2), Turkish (1)","in rating","g1061549-d8673032","$","European, Eastern European","Restaurants",28,18,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1071701-d10593752","['Europe', 'Bulgaria', 'Burgas Province', 'Chernomorets', 'Chernomorets Restaurants', 'Restaurant ""Starfish""']","Restaurant ""Starfish""","Claimed",4.5,"August 17, 2023","Morska str. 5, Chernomorets 8142 Bulgaria",42.447517,27.640833,"#1 of 12 Restaurants in Chernomorets","#1 of 5 Mediterranean in Chernomorets",57,0,,"₪22 - ₪65","Seafood, Mediterranean, European","Dinner, Lunch","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Serves Alcohol, Full Bar, Cash Only, Free Wifi, Table Service, Takeout","True","True",45,40,45,,40,6,7,2,2,"French (2), Polish (1), Slovak (1), Spanish (1), German (1), Danish (1), Russian (4), English (46)","in rating","g1071701-d10593752","$$ - $$$","Seafood, Mediterranean, European","Restaurants",46,11,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1071701-d10686789","['Europe', 'Bulgaria', 'Burgas Province', 'Chernomorets', 'Chernomorets Restaurants', 'Ivet']","Ivet","Unclaimed",4,"September 11, 2022","Ribarska 1, Chernomorets 8142 Bulgaria",42.44661,27.63822,"#6 of 12 Restaurants in Chernomorets","#2 of 3 Eastern European in Chernomorets",15,0,,,"Mediterranean, Eastern European","Dinner, Lunch, Brunch",,"Reservations, Seating, Table Service","False","True",,,,,9,1,1,4,0,"German (1), Russian (1), English (12), Slovak (1)","in rating","g1071701-d10686789","$$ - $$$","Mediterranean, Eastern European","Restaurants",12,3,0,"https://www.facebook.com/restorantivet/","account_exists","Restaurant ""Ivet"" / Ресторант ""Ивет""","August 20, 2022","С вкус на лято ","693 likes • 702 followers","Intro
Ресторант ""Ивет"" предлага на всички ценители на българ?
Page · Seafood Restaurant
ул. ""Рибарска"" №1, Chernomorets, Bulgaria
+359 88 899 3227
ivet_nikolova96@abv.bg
Outdoor seating
Price Range · $$$
Rating · 4.8 (66 Reviews)",2022,"facebook","online","True","True",4.8,66,702
"g1071701-d10700276","['Europe', 'Bulgaria', 'Burgas Province', 'Chernomorets', 'Chernomorets Restaurants', 'Flores Beach Restaurant']","Flores Beach Restaurant","Claimed",4,"August 8, 2020","ul. Bratislava Flores Garden Beach & Spa Residence, Chernomorets 8149 Bulgaria",42.440674,27.646986,"#10 of 12 Restaurants in Chernomorets","#2 of 2 Greek in Chernomorets",2,0,,,"French, European, Greek, Russian",,,,"False","True",,,,,0,2,0,0,0,"French (2), English","in rating","g1071701-d10700276",,"French, European, Greek, Russian","Restaurants",0,2,0,"http://www.floresgarden.ru","Flores Garden","Flores Garden","nan",,,,0,"non-facebook","online","True","True",,,0
"g1071701-d10717776","['Europe', 'Bulgaria', 'Burgas Province', 'Chernomorets', 'Chernomorets Restaurants', 'Restaurant Morsko Oko']","Restaurant Morsko Oko","Claimed",4,"August 23, 2023","Morska str. 21, Chernomorets 8142 Bulgaria",42.447807,27.639421,"#4 of 12 Restaurants in Chernomorets","#2 of 4 European in Chernomorets",26,0,,,"Seafood, Mediterranean, European","Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Table Service, Seating","True","True",40,40,40,,11,10,3,2,0,"Slovak (1), Italian (1), German (2), Czech (2), French (3), Russian (4), English (13)","in rating","g1071701-d10717776","$","Seafood, Mediterranean, European","Restaurants",13,13,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1071701-d10820458","['Europe', 'Bulgaria', 'Burgas Province', 'Chernomorets', 'Chernomorets Restaurants', 'Dzhanka Del Mar']","Dzhanka Del Mar","Unclaimed",3,"August 25, 2021","Chervenka Beach, Chernomorets 8142 Bulgaria",42.444263,27.638319,"#12 of 12 Restaurants in Chernomorets","#1 of 1 Barbecue in Chernomorets",11,0,,,"Mediterranean, Barbecue","Lunch, Dinner",,"Reservations, Seating, Table Service","True","True",35,35,35,,4,2,1,0,4,"English (9), French (1), Dutch (1)","in rating","g1071701-d10820458","$$ - $$$","Mediterranean, Barbecue","Restaurants",9,2,0,"https://www.facebook.com/djankadelmar/","account_exists","Джанка del Mar is at Bella Ciao Restaurant .","August 4, 2023","На 13 август chef Angie Boeva ще долети от Лондон, за да създадем една незабравима вечер под звездите в Созопол @ Bella Ciao Restaurant  
Тя ще приготви 5 степенно авторско меню, а партньорите ни от BNK Wines са подбрали 5 страхотни вина селектирани за всяко ястие и ще ги презентират. 
Каним всеки, който обича вкусната храна и изненадите за всички сетива!… See more","6.3K likes • 6.5K followers","Intro
Джанка Del Mar
Page · Barbecue Restaurant
+359 89 790 9292
Closed now
Outdoor seating
Price Range · $$",2023,"facebook","online","True","True",,,6500
"g1071701-d12673706","['Europe', 'Bulgaria', 'Burgas Province', 'Chernomorets', 'Chernomorets Restaurants', 'Bistro Vromos']","Bistro Vromos","Unclaimed",4.5,"August 17, 2023","Kiril and Metodiy str. 5, Chernomorets 8142 Bulgaria",42.1477,24.74429,"#5 of 12 Restaurants in Chernomorets","#1 of 2 Russian in Chernomorets",12,0,,,"Russian",,"Vegetarian Friendly","Reservations","False","True",,,,,7,4,0,0,1,"English (9), Italian (1), French (1), Slovak (1)","in rating","g1071701-d12673706","$$ - $$$","Russian, Vegetarian Friendly","Restaurants",9,3,0,"http://vromos.net/restaurants/","failed_to_access","failed_to_access","nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g1071701-d12673751","['Europe', 'Bulgaria', 'Burgas Province', 'Chernomorets', 'Chernomorets Restaurants', 'Bistro Kristina']","Bistro Kristina","Claimed",4,"August 8, 2022","Vazrazhdane str. 5, Chernomorets 8142 Bulgaria",42.4455,27.638273,"#8 of 12 Restaurants in Chernomorets","#1 of 1 Czech in Chernomorets",9,0,,,"European, Czech",,,,"False","True",,,,,3,3,2,1,0,"English (2), Czech (1), Polish (1), Slovak (1), Russian (3), French (1)","in rating","g1071701-d12673751","$","European, Czech","Restaurants",2,7,0,"https://bistro-cristina-fish.business.site/?utm_source=gmb&utm_medium=referral","Bistro ""Kristina-Fish"" - Ресторант в/ъв Черноморец","Bistro ""Kristina-Fish"" - Ресторант в/ъв Черноморец","nan",,,,0,"non-facebook","online","True","True",,,0
"g1071701-d12673760","['Europe', 'Bulgaria', 'Burgas Province', 'Chernomorets', 'Chernomorets Restaurants', 'Bistro Gradina']","Bistro Gradina","Unclaimed",4,"August 23, 2022","Sveti Nikola str. 10, Chernomorets 8142 Bulgaria",42.44373,27.63849,"#7 of 12 Restaurants in Chernomorets","#7 of 12 Restaurants in Chernomorets",9,0,,,,,,,"False","True",,,,,5,3,0,0,1,"English (7), Russian (2)","in rating","g1071701-d12673760","$$$$","$$$$","Restaurants",7,2,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1071701-d14914292","['Europe', 'Bulgaria', 'Burgas Province', 'Chernomorets', 'Chernomorets Restaurants', 'Salty Food and Drinks']","Salty Food and Drinks","Claimed",4,"June 17, 2020","Gradina Beach in between Chenomorets and Sozopol, Chernomorets 8142 Bulgaria",42.412163,27.657858,"#9 of 12 Restaurants in Chernomorets","#9 of 12 Restaurants in Chernomorets",9,0,,"₪11 - ₪108","Italian, American, Greek, Fusion, Eastern European","Breakfast, Lunch, Dinner, Brunch, Late Night",,,"True","True",,,,,4,1,3,0,1,"English (8), Swedish (1)","in rating","g1071701-d14914292","$$ - $$$","Italian, American, Greek","Restaurants",8,1,0,"https://www.facebook.com/SaltyFoodDrinks/","account_exists","Salty Food&Drinks","September 4, 2022","Обедно Меню - 04.09.2022 ","1.8K likes • 1.8K followers","Intro
Page · Restaurant
+359 88 848 5202
Rating · 3.8 (19 Reviews)",2022,"facebook","online","True","True",3.8,19,1800
"g1071701-d21056077","['Europe', 'Bulgaria', 'Burgas Province', 'Chernomorets', 'Chernomorets Restaurants', 'Am Gul restaurant']","Am Gul restaurant","Claimed",4.5,"September 19, 2023","Morska 20, Chernomorets 8142 Bulgaria",42.44762,27.637697,"#3 of 12 Restaurants in Chernomorets","#1 of 1 Healthy in Chernomorets",22,0,,"₪11 - ₪76","Steakhouse, Seafood, Healthy","Breakfast, Lunch, Dinner, Brunch",,"Accepts Credit Cards, Table Service, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Free off-street parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Waterfront, Beach, Playgrounds, Dog Friendly, Family style","True","True",,,,,19,0,0,0,3,"Slovak (1), English (21)","in rating","g1071701-d21056077","$$ - $$$","Steakhouse, Seafood, Healthy","Restaurants",21,1,0,"https://www.facebook.com/%D0%90%D0%BC-%D0%B3%D1%8A%D0%BB-367911029975625/","account_exists","Ам-гъл","October 2 , 2023",,"1K likes • 1.1K followers","Intro
am-gul
Page · Restaurant
+359 87 881 0304
amgyl.weebly.com
Price Range · $$
Rating · 4.3 (80 Reviews)
Offers free Wi-Fi",2023,"facebook","online","True","True",,,1100
"g1071701-d7051631","['Europe', 'Bulgaria', 'Burgas Province', 'Chernomorets', 'Chernomorets Restaurants', 'Restaurant Panorama']","Restaurant Panorama","Unclaimed",4,"September 4, 2023","Vzrazhdane St. 14, Chernomorets 8142 Bulgaria",42.44706,27.638948,"#2 of 12 Restaurants in Chernomorets","#1 of 3 Eastern European in Chernomorets",44,0,,,"Seafood, Mediterranean, Eastern European","Lunch, Dinner","Vegetarian Friendly","Seating, Table Service, Reservations, Serves Alcohol","False","True",40,45,40,,24,10,3,3,4,"Russian (12), Slovak (1), Polish (2), Spanish (1), Hebrew (1), German (4), English (21), French (1), Finnish (1)","in rating","g1071701-d7051631","$$ - $$$","Seafood, Mediterranean, Eastern European","Restaurants",21,23,0,"https://www.facebook.com/Panoramatachernomorets","account_exists","Ресторант ""Панорама"" Черноморец updated their profile picture.","July 26, 2023",,"1.7K likes • 1.8K followers","Intro
Близо до входа на централния плаж,с изглед към морето.
Page · Bar & Grill
+359 88 829 7386
Outdoor seating
Price Range · $$
Rating · 3.9 (57 Reviews)",2023,"facebook","online","True","True",3.9,57,1800
"g1071701-d8469399","['Europe', 'Bulgaria', 'Burgas Province', 'Chernomorets', 'Chernomorets Restaurants', 'Paradisо Сhernomoretz']","Paradisо Сhernomoretz","Unclaimed",4.5,"August 12, 2017","Tsarskiy Beach, Chernomorets Bulgaria",,,"#11 of 12 Restaurants in Chernomorets","#1 of 1 Asian in Chernomorets",2,0,,,"Japanese, Sushi, Asian",,,,"False","True",,,,,1,1,0,0,0,"Russian (1), English (1)","in rating","g1071701-d8469399",,"Japanese, Sushi, Asian","Restaurants",1,1,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1077151-d10813162","['Europe', 'Bulgaria', 'Veliko Tarnovo Province', 'Elena', 'Elena Restaurants', 'Mehana Truhchev']","Mehana Truhchev","Claimed",3,"June 7, 2023","Ivan Kirilov 4, Elena 5060 Bulgaria",42.93,25.87728,"#1 of 1 Restaurant in Elena","#1 of 1 International in Elena",9,0,,,"International, European, Eastern European","Breakfast, Lunch, Dinner","Vegetarian Friendly","Takeout, Outdoor Seating, Seating, Parking Available, Street Parking, Free off-street parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Cash Only, Free Wifi, Reservations","True","True",,,,,2,2,2,1,2,"English (9)","in rating","g1077151-d10813162","$","International, European, Eastern European","Restaurants",9,0,0,"http://www.tru-house.com","Комплекс Трухчевата къща - Вашето малко бягство в рая!","Комплекс Трухчевата къща - Вашето малко бягство в рая!","nan",,,,0,"non-facebook","online","True","True",,,0
"g1077152-d10456474","['Europe', 'Bulgaria', 'Burgas Province', 'Tsarevo', 'Tsarevo Restaurants', 'Kalisto Cech']","Kalisto Čech","Unclaimed",4.5,"April 27, 2018","Geomilev 5, Tsarevo 8260 Bulgaria",42.171776,27.850683,"#4 of 10 Restaurants in Tsarevo","#1 of 1 Czech in Tsarevo",9,0,,"₪13 - ₪26","European, Czech",,,,"False","True",,,,,6,1,2,0,0,"Polish (1), Slovak (1), Russian (3), English (1), Czech (3)","in rating","g1077152-d10456474","$","European, Czech","Restaurants",1,8,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1077152-d10818937","['Europe', 'Bulgaria', 'Burgas Province', 'Tsarevo', 'Tsarevo Restaurants', 'Gorski Kat']","Gorski Kat","Unclaimed",1,"April 27, 2018","Ulitsa Vasil Levski 9, Tsarevo 8260 Bulgaria",42.170815,27.847929,"#9 of 10 Restaurants in Tsarevo","#9 of 10 Restaurants in Tsarevo",1,0,,,,,,,"False","False",,,,,0,0,0,0,1,"Russian (1), English","in rating","g1077152-d10818937",,,"Restaurants",0,1,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1077152-d12501063","['Europe', 'Bulgaria', 'Burgas Province', 'Tsarevo', 'Tsarevo Restaurants', 'Mehana Strandja']","Mehana Strandja","Claimed",3.5,"August 23, 2022","Nestinarka 13, Tsarevo 8260 Bulgaria",42.160294,27.860514,"#8 of 10 Restaurants in Tsarevo","#3 of 4 Eastern European in Tsarevo",11,0,,"₪25 - ₪106","International, European, Eastern European, Central European","Lunch",,"Reservations, Seating, Parking Available, Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi","True","True",,,,,3,3,2,0,3,"Polish (2), German (1), English (3), Russian (4), French (1)","in rating","g1077152-d12501063","$$ - $$$","International, European, Eastern European","Restaurants",3,8,0,"http://www.facebook.com/pages/%D0%9C%D0%B5%D1%85%D0%B0%D0%BD%D0%B0-%D0%A1%D1%82%D1%80%D0%B0%D0%BD%D0%B4%D0%B6%D0%B0-%D0%A6%D0%B0%D1%80%D0%B5%D0%B2%D0%BE-%D0%9C%D0%B5%D1%81%D1%82%D0%BD%D0%BE%D1%81%D1%82-%D0%9D%D0%B5%D1%81%D1%82%D0%B8%D0%BD%D0%B0%D1%80%D0%BA%D0%B0/1109571382391219","account_exists","Христина Маджарова is with Димитър Станков and
2 others
at Механа Странджа Царево Местност Нестинарка.","August 26, 2023",,"Facebook is showing information to help you better understand the purpose of a Page. See actions taken by the people who manage and post content.","About
See all
УЛ. НЕСТИНАРКА 13 8260 Tsarevo, Bulgaria
265 people like this
265 people follow this
3,125 people checked in here
+359 89 785 5976
Price range
  · $$
Local Business",2023,"facebook","online","True","True",,,0
"g1077152-d15050223","['Europe', 'Bulgaria', 'Burgas Province', 'Tsarevo', 'Tsarevo Restaurants', 'Primea Kitchen Bar']","Primea Kitchen Bar","Unclaimed",,,"Nestinarka str. 1, Tsarevo 8260 Bulgaria",42.157898,27.864592,,,0,0,,"₪11 - ₪65","Italian, Turkish, Greek, Eastern European, Armenian",,,,"False","True",,,,,0,0,0,0,0,,"in rating","g1077152-d15050223","$","Italian, Turkish, Greek",,0,0,0,"http://www.facebook.com/primeakitchenbar","account_exists","Primea Kitchen Bar","September 5, 2023","Нашето предложение за обяд днес","775 likes • 765 followers","Intro
Уютна обстановка , вкусна храна , очарователно обслужв?
Page · Restaurant
+359 89 820 2320
info@primea.bg
primea.bg
Closed now
Price Range · $$
Rating · 4.9 (36 Reviews)",2023,"facebook","online","True","True",4.9,36,765
