"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local","website","is_available","homesite_user_name","fb_last_update","facebook_text","subscribers","description","fb_last_update_year","website_type","website_status","is_available1","is_available2","fb_rating","fb_reviews","fb_followers"
"g1016035-d12589987","['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'BresCafe']","BresCafe","Unclaimed",,,"Namestie Matice slovenskej, Dubnica nad Váhom 01841 Slovakia",48.958145,18.17305,,,0,0,,,"Italian","Breakfast",,"Takeout, Outdoor Seating, Seating, Parking Available, Street Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Playgrounds, Family style","True","True",,,,,0,0,0,0,0,,"in rating","g1016035-d12589987","$","Italian",,0,0,0,"http://www.bresman.sk/maloobchod/brescafe","Brescafé | Bresman","Bresman trafika noviny cigarety tabak","nan",,,,0,"non-facebook","online","True","True",,,0
"g1016035-d13417263","['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Academus']","Academus","Unclaimed",4,"January 22, 2018","Sladkovicova 533/20, Dubnica nad Váhom 01841 Slovakia",48.96022,18.16035,"#10 of 12 Restaurants in Dubnica nad Váhom","#2 of 2 European in Dubnica nad Vahom",1,0,,,,,,,"False","True",,,,,0,1,0,0,0,"Slovak (1), English","in rating","g1016035-d13417263",,"European","Restaurants",0,1,1,"http://academus.sk","ACADEMUS reštaurácia Dubnica nad Váhom","ACADEMUS reštaurácia Dubnica nad Váhom","nan",,,,0,"non-facebook","online","True","True",,,0
"g1016035-d15278689","['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', '7edmicka coffee place']","7edmicka coffee place","Claimed",5,"August 15, 2020","Obrancov mieru 347, Dubnica nad Váhom 01841 Slovakia",48.957195,18.169481,"#3 of 12 Restaurants in Dubnica nad Váhom","#1 of 1 Cafe in Dubnica nad Vahom",8,0,,,"Cafe, Wine Bar","Breakfast, Lunch, Dinner",,,"True","True",,,,,8,0,0,0,0,"Czech (1), Slovak (6), English (1)","in rating","g1016035-d15278689","$","Cafe, Wine Bar","Restaurants",1,7,6,"https://www.facebook.com/7edmickacoffeplace/","account_doesnt_exist",,"nan",,,,0,"facebook","unavailable","True","True",,,0
"g1016035-d16805407","['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Lavante SKY Restaurant']","Lavante SKY Restaurant","Claimed",3.5,"May 11, 2020","Namestie Matice Slovenskej 4262, Dubnica nad Váhom 01841 Slovakia",48.95914,18.17394,"#9 of 12 Restaurants in Dubnica nad Váhom","#1 of 2 European in Dubnica nad Vahom",5,0,,"₪13 - ₪118","European","Lunch, Dinner",,,"True","True",,,,,3,0,0,0,2,"Slovak (4), English (1)","in rating","g1016035-d16805407","$$ - $$$","European","Restaurants",1,4,4,"http://www.lavantesky.sk","failed_to_access","failed_to_access","nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g1016035-d18344263","['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Pizzeria Cafe 105']","Pizzeria Cafe 105","Claimed",5,"August 30, 2019","Pionierska 417, Dubnica nad Váhom 01841 Slovakia",48.9565,18.16762,"#5 of 12 Restaurants in Dubnica nad Váhom","#2 of 3 Pizza in Dubnica nad Vahom",2,0,,,"Pizza","Lunch, Dinner, Drinks",,,"True","True",,,,,2,0,0,0,0,"English, Slovak (2)","in rating","g1016035-d18344263",,"Pizza","Restaurants",0,2,2,"http://cafe105.webnode.sk/","Webnode Error Page",,"nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g1016035-d19099129","['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'U Kolena']","U Kolena","Unclaimed",,,"Bottova ulica 1079/73, Dubnica nad Váhom 018 41 Slovakia",48.965683,18.16204,,,0,0,,,,,,,"False","True",,,,,0,0,0,0,0,,"in rating","g1016035-d19099129",,,,0,0,0,"http://ukolena.sk/","u Kolena – pizza & restaurant",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g1016035-d20206009","['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Pizza Petrulino']","Pizza Petrulino","Unclaimed",,,"Tovarenska 44/4069, Dubnica nad Váhom 018 41 Slovakia",48.966972,18.184301,,,0,0,,,"Pizza",,,,"False","True",,,,,0,0,0,0,0,,"in rating","g1016035-d20206009",,"Pizza",,0,0,0,"https://www.facebook.com/pizzapetrulino/","account_exists","Pizza BIBI","October, 2023","Zajtra sa priatelia vidime a počujeme až od 16:00 ","1.7K likes • 1.8K followers","Intro
Pizza robená s láskou lebo láska ide cez žalúdok
Page · Pizza place
+421 908 624 843
bibianapetrulakova@azet.sk
pizzabibi.sk
Delivery · Takeout · Curbside pickup
Price Range · $$
Rating · 4.8 (44 Reviews)",2023,"facebook","online","True","True",4.8,44,1800
"g1016035-d21033601","['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Bublina Retro Kaffiaren']","Bublina Retro Kaffiaren","Unclaimed",5,"June 19, 2020","Namestie Matice Slovenskej 4261/21, Dubnica nad Váhom 01841 Slovakia",,,"#8 of 12 Restaurants in Dubnica nad Váhom","#8 of 12 Restaurants in Dubnica nad Vahom",1,0,,,,,,,"False","True",,,,,1,0,0,0,0,"English (1)","in rating","g1016035-d21033601",,,"Restaurants",1,0,0,"https://www.facebook.com/BUBLINA.DCA/","account_exists","Bublina","September 27 , 2023","NAZDRAVIE ","681 followers • 6 following","Intro
*Štýlová retro kaviareň v centre mesta*
Príďte si ku nám vychutnať atmosféru 50-tych rokov
Page · Bar
Námestie matice slovenskej, Dubnica nad Váhom, Slovakia
+421 907 356 634
Bublina.kaffe@gmail.com
Open now
Price Range · $$
Rating · 5.0 (5 Reviews)",2023,"facebook","online","True","True",5,5,681
"g1016035-d21183952","['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Yellow Point Bistro']","Yellow Point Bistro","Claimed",5,"November 1, 2022","Priemyselna 4605/5 Shell Gas Station, Dubnica nad Váhom 018 41 Slovakia",,,"#6 of 12 Restaurants in Dubnica nad Váhom","#2 of 2 International in Dubnica nad Vahom",1,0,,"₪8 - ₪40","International, Grill, Contemporary, Healthy","Breakfast, Lunch, Dinner, Brunch, Drinks",,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Drive Thru, BYOB, Dog Friendly, Family style","True","True",,,,,1,0,0,0,0,"English (1)","in rating","g1016035-d21183952","$","International, Grill, Contemporary","Restaurants",1,0,0,"http://www.yellowpoint.sk","Yellow Point Bistro - Objednať a zaplatiť online - Yellow Point Bistro","Yellow Point Bistro - Objednať a zaplatiť online - Yellow Point Bistro","nan",,,,0,"non-facebook","online","True","True",,,0
"g1016035-d21196976","['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Suave Gelato']","Suave Gelato","Claimed",,,"Namestie Matice Slovenskej 1296/12, Dubnica nad Váhom 01841 Slovakia",,,,,0,0,,"₪84 - ₪168","Italian","Lunch, Dinner",,,"True","True",,,,,0,0,0,0,0,,"in rating","g1016035-d21196976","$$ - $$$","Italian",,0,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1016035-d23163384","['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', ""Fresh Burger's""]","Fresh Burger's","Unclaimed",,,"Centrum 1 1725, Dubnica nad Váhom 01841 Slovakia",48.965958,18.178816,,,0,0,,"₪8 - ₪25","American, European",,,,"False","True",,,,,0,0,0,0,0,,"in rating","g1016035-d23163384","$","American, European",,0,0,0,"http://www.freshburgers.sk","FRESH BURGER’S 50 – Tie najlepšie burgre nielen v Dubnici nad Váhom","FRESH BURGER’S 50 – Tie najlepšie burgre nielen v Dubnici nad Váhom","nan",,,,0,"non-facebook","online","True","True",,,0
"g1016035-d4769766","['Europe', 'Slovakia', 'Trencin Region', 'Dubnica nad Vahom', 'Dubnica nad Vahom Restaurants', 'Pizzeria Kopia 2']","Pizzeria Kopia 2","Unclaimed",4,"December 7, 2015","Bratislavska 4051, Dubnica nad Váhom Slovakia",48.90016,18.02028,"#11 of 12 Restaurants in Dubnica nad Váhom","#3 of 3 Pizza in Dubnica nad Vahom",1,0,,,"Pizza",,,,"False","False",,,,,0,1,0,0,0,"Slovak (1), English","in rating","g1016035-d4769766",,"Pizza","Restaurants",0,1,1,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1057708-d11904704","['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Jan', 'Liptovsky Jan Restaurants', 'Hotel Svatojansky Kastiel']","Hotel Svatojansky Kastiel","Claimed",4.5,"March 15, 2022","Starojanska 24, Liptovsky Jan 032 03 Slovakia",49.052223,19.679232,"#3 of 3 Restaurants in Liptovsky Jan","#3 of 3 Restaurants in Liptovsky Jan",20,0,,,,"Breakfast, Drinks, Lunch, Dinner",,"Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi","True","True",,,,,13,3,2,1,1,"English (2), Polish (2), Slovak (10), Russian (2), Czech (4)","in rating","g1057708-d11904704","$$ - $$$",,"Restaurants",2,18,10,"http://www.svatojanskykastiel.sk/en/gastronomy","Svätojánsky kaštiel - Hotel a reštaurácia v Liptovskom Jáne","Svätojánsky kaštiel - Hotel and restaurant in Liptovský Ján","nan",,,,0,"non-facebook","online","True","True",,,0
"g1057708-d14987830","['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Jan', 'Liptovsky Jan Restaurants', 'Restauracia Liptovsky Dvor']","Reštaurácia Liptovsky Dvor","Claimed",4,"August 27, 2023","Janska dolina 438, Liptovsky Jan 032 03 Slovakia",49.03043,19.67389,"#2 of 3 Restaurants in Liptovsky Jan","#2 of 2 European in Liptovsky Jan",27,0,,"₪20 - ₪148","European, Contemporary","Lunch, Dinner, Breakfast, Drinks",,"Outdoor Seating, Seating, Reservations, Parking Available, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards","True","True",40,40,35,,15,3,5,2,2,"English (5), French (1), Slovak (19), Czech (1), Italian (1)","in rating","g1057708-d14987830","$$ - $$$","European, Contemporary","Restaurants",5,22,19,"https://liptovskydvor.sk/gastronomia-liptovsky-dvor/","Hotel**** Liptovský dvor","Hotel**** Liptovský dvor","nan",,,,0,"non-facebook","online","True","True",,,0
"g1057708-d6024350","['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Jan', 'Liptovsky Jan Restaurants', 'Hotel Strachanovka Restaurant']","Hotel Strachanovka Restaurant","Unclaimed",4,"April 9, 2022","Janska dolina 494, Liptovsky Jan 032 03 Slovakia",49.034317,19.673754,"#1 of 3 Restaurants in Liptovsky Jan","#1 of 1 Eastern European in Liptovsky Jan",121,0,,,"European, Central European, Eastern European","Breakfast, Lunch, Dinner","Vegetarian Friendly","Outdoor Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Takeout, Reservations, Seating","False","True",40,40,40,,55,31,19,6,10,"English (22), German (1), Dutch (1), Russian (6), Japanese (1), Czech (14), Spanish (1), Slovak (66), French (2), Polish (7)","in rating","g1057708-d6024350","$$ - $$$","European, Eastern European, Central European","Restaurants",22,99,66,"http://www.strachanovka.sk/sk/restauracia","Reštaurácia & catering | Hotel Strachanovka ***","Hotel Strachanovka *** | Štýlové ubytovanie v drevenej kolibe","nan",,,,0,"non-facebook","online","True","True",,,0
"g1057709-d15190938","['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Trnovec', 'Liptovsky Trnovec Restaurants', 'Pizza NAY']","Pizza NAY","Unclaimed",5,"August 17, 2023","Liptovsky Trnovec 335, Liptovsky Trnovec 03222 Slovakia",49.12345,19.5501,"#1 of 1 Restaurant in Liptovsky Trnovec","#1 of 1 Restaurants in Liptovsky Trnovec",5,0,,,,,,,"False","True",,,,,4,1,0,0,0,"Polish (2), Hebrew (1), English (1), Slovak (1)","in rating","g1057709-d15190938",,,"Restaurants",1,4,1,"https://www.facebook.com/Pizza.Nay/","account_exists","Pizza NAY","July 2, 2021","Menu pizze.","714 likes • 710 followers","Intro
Najlepšia Pizza na Liptove !
Page · Pizza place
Liptovský Trnovec 335, Liptovsky Mikulas, Slovakia
+421 950 598 088
Open now
Price Range · $
Offers free Wi-Fi with purchase",2021,"facebook","online","True","True",,,710
"g1057709-d21202056","['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Trnovec', 'Liptovsky Trnovec Restaurants', 'Stavtrans']","Stavtrans","Unclaimed",,,"(Noname) 144, Liptovsky Trnovec 3101 Slovakia",49.120174,19.547308,,,0,0,,,,"Breakfast, Lunch",,,"True","True",,,,,0,0,0,0,0,,"in rating","g1057709-d21202056",,,,0,0,0,"http://www.vanilka.sk","Vanilka - ubytovanie, cukráreň a kaviareň Liptovský Trnovec","Vanilka - ubytovanie, cukráreň a kaviareň Liptovský Trnovec","nan",,,,0,"non-facebook","online","True","True",,,0
"g1057710-d10027388","['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', 'U Bielej Mysi']","U Bielej Mysi","Unclaimed",3.5,"August 16, 2021","Slnecne Jazera – Sever, Senec 90301 Slovakia",48.221542,17.424753,"#17 of 20 Restaurants in Senec","#17 of 20 Restaurants in Senec",5,0,,"₪21 - ₪105",,,,,"False","True",,,,,2,1,0,2,0,"Slovak (1), English (4)","in rating","g1057710-d10027388","$$ - $$$",,"Restaurants",4,1,1,"http://www.ubielejmysi.sk","U BIELEJ MYŠI | Bufet a apartmány v Senci, Slnečné jazerá Sever","U BIELEJ MYŠI | Bufet a apartmány v Senci, Slnečné jazerá Sever","nan",,,,0,"non-facebook","online","True","True",,,0
"g1057710-d10072395","['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', 'COUNTRY SALOON Senec']","COUNTRY SALOON Senec","Claimed",4,"August 27, 2023","Slnecne jazera - Sever 2467, Senec 903 01 Slovakia",48.22039,17.41779,"#1 of 20 Restaurants in Senec","#1 of 2 Barbecue in Senec",137,0,,"₪8 - ₪59","Bar, Barbecue, European, Central European, Pub","Breakfast, Lunch, Dinner, Late Night, Drinks","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service","True","True",40,35,40,,78,28,14,6,11,"Portuguese (1), English (22), Russian (2), Dutch (1), Czech (19), Slovak (89), German (3)","in rating","g1057710-d10072395","$$ - $$$","Bar, Barbecue, European","Restaurants",22,115,89,"https://www.sandruana33bistroapub.sk/","Bistro a Pub Senec │ SANDRUANA 33",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g1057710-d11775619",,,,,,,,,,,0,0,,,,,,,"False","False",,,,,,,,,,,"redirect",,,,,0,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g1057710-d13430642","['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', ""Murphy's""]","Murphy's","Unclaimed",4,"July 4, 2019","Stefanikova 1939/74, Senec Slovakia",48.21994,17.41467,"#14 of 20 Restaurants in Senec","#14 of 20 Restaurants in Senec",3,0,,,"Pizza",,,,"False","True",,,,,1,1,1,0,0,"English (2), Czech (1)","in rating","g1057710-d13430642",,"Pizza","Restaurants",2,1,0,"https://www.murphys-pub.sk/","Murphy´s Pub",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g1057710-d13499241","['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', 'Siesta restaurant']","Siesta restaurant","Claimed",4.5,"May 6, 2023","Zahradnicka 7, Senec 90301 Slovakia",48.21937,17.3882,"#7 of 20 Restaurants in Senec","#1 of 1 Spanish in Senec",11,0,,"₪21 - ₪84","Spanish, Italian","Lunch, Dinner",,"Table Service","True","True",,,,,7,3,0,1,0,"Portuguese (1), English (4), Slovak (5), Italian (1)","in rating","g1057710-d13499241","$$ - $$$","Italian, Spanish","Restaurants",4,7,5,"http://www.siestarestaurant.sk","Siesta Restaurant – pub-restaurant","Siesta Restaurant – pub-restaurant","nan",,,,0,"non-facebook","online","True","True",,,0
"g1057710-d13869357","['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', 'Restaurant Kastiel Studene']","Restaurant Kastiel Studene","Unclaimed",5,"September 19, 2019","Studene 542 Most pri Bratislave, Senec 900 46 Slovakia",48.13034,17.29682,"#15 of 20 Restaurants in Senec","#2 of 3 International in Senec",1,0,,"₪21 - ₪126","International",,,,"False","True",,,,,1,0,0,0,0,"English (1)","in rating","g1057710-d13869357","$$ - $$$","International","Restaurants",1,0,0,"http://kastielstudene.sk/restauracia/","404 Not Found","Registrácia domén, hosting a servery :: Websupport.sk","nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g1057710-d14008485","['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', 'Pralinka']","Pralinka","Claimed",5,"April 11, 2021","Lichnerova 76, Senec 90301 Slovakia",48.217587,17.404375,"#5 of 20 Restaurants in Senec","#5 of 20 Restaurants in Senec",17,0,,,"Cafe","Breakfast",,"Table Service","True","True",,,,,13,4,0,0,0,"Slovak (10), English (3), Czech (2), Serbian (1), Hungarian (1)","in rating","g1057710-d14008485","$$ - $$$","Cafe","Restaurants",3,14,10,"https://www.facebook.com/pralinka.cokoladovna/","account_exists","Pralinka","October 13 , 2023","Chutné ránko z Pralinky 
 #pralinka_cokoladovna #senec #kaviaren #snack #ranajky #cokoladovaulicka","1.5K likes • 1.6K followers","Intro
Vitajte v Pralinke!
Sme rodinná čokoládovňa a kaviareň v Senci.
U nás si príde na svoje kaž
Page · Chocolate Shop
Lichnerova 76, Senec, Slovakia
+421 917 481 159
cokoladovna.pralinka@gmail.com
Open now
Price Range · $$
Rating · 4.8 (82 Reviews)",2023,"facebook","online","True","True",4.8,82,1600
"g1057710-d14769776","['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', 'Paradajz']","Paradajz","Claimed",5,"July 11, 2022","Miletičova, 17, Senec 90301 Slovakia",48.152794,17.136778,"#3 of 20 Restaurants in Senec","#3 of 20 Restaurants in Senec",29,0,,"₪17 - ₪34","Fast Food, Healthy, Gastropub, European, Grill, Central European","Lunch, Dinner, Drinks",,"Delivery, Outdoor Seating, Seating, Takeout, Reservations, Parking Available, Validated Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service","True","True",50,50,50,,27,1,0,0,1,"Czech (3), English (7), Slovak (19)","in rating","g1057710-d14769776","$","Fast Food, European, Grill","Restaurants",7,22,19,"http://www.facebook.com/burgerparadajz/?ref=settings","account_exists","Burger Paradajz","April 14, 2023","Mrkva v burgri? 
Tak tomu vér 
#mrkva #burger #paradajz #streetfood #foodtruck #bratislava #slovakia","1.6K likes • 1.7K followers","Intro
Page · Burger Restaurant
Miletičova 17, Bratislava, Slovakia
+421 903 461 408
burgerparadajz@gmail.com
paradajz_streetfood
paradajz.sk
Closed now
Outdoor seating
Price Range · $$
Rating · 4.8 (117 Reviews)",2023,"facebook","online","True","True",4.8,117,1700
"g1057710-d14930935","['Europe', 'Slovakia', 'Bratislava Region', 'Senec', 'Senec Restaurants', 'K-Way & Toust']","K-Way & Toust","Claimed",5,"December 15, 2018","Kratka 3, Senec 90301 Slovakia",48.22084,17.398006,"#9 of 20 Restaurants in Senec","#4 of 7 Cafe in Senec",2,0,,,"Cafe",,,,"False","True",,,,,2,0,0,0,0,"English (2)","in rating","g1057710-d14930935",,"Cafe","Restaurants",2,0,0,"https://www.facebook.com/kwayandtoust/","account_exists","𝙺-𝚆𝚊𝚢 𝙲𝚘𝚏𝚏𝚎𝚎","July 15, 2023",,"637 likes • 656 followers","Intro
Page · Coffee shop
Námestie 1.Mája 1, vchod z Krátkej ulice, Senec, Slovakia
+421 902 141 420
kwayandtoust@gmail.com
Closed now
Price Range · $
Rating · 4.9 (55 Reviews)",2023,"facebook","online","True","True",4.9,55,656
