id,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,id_destination,status,price_category,top_tags,English,non-English,local,type,website,last_update,facebook_text,description,fb_last_update_year,website_type,website_status,fb_rating,fb_reviews,fb_followers
g1076929-d5817103,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Ballykelly', 'Ballykelly Restaurants', 'Darios pizza&pasta']",Darios pizza&pasta,Unclaimed,3.0,"August 31, 2021","59 Main Street, Ballykelly BT49 9HS Northern Ireland",55.0447,-7.016455,#1 of 1 Quick Bite in Ballykelly,#1 of 1 Quick Bites in Ballykelly,14,0,0,,"Pizza, Fast Food",Dinner,,Wheelchair Accessible,True,True,,,,,5,1,1.0,1.0,6.0,English (14),g1076929-d5817103,in rating,$,"Quick Bites, Pizza, Fast Food",14,0,14,Quick Bites,https://www.facebook.com/Darios-Pizza-Ballykelly-356012765035761/,"August 2, 2023",,"Intro
We also can provide a delivery service to

Ballykelly £2
Limavady £4
Greysteel £4
Glack £4
Egli
Page · Pizza place
59 Main Street ballykelly, Limavady, United Kingdom
+44 28 7727 8500
dariosonline.com
Closed now
Outdoor seating
Price Range · $",2023,facebook,online,,,695
g1076929-d7264026,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Ballykelly', 'Ballykelly Restaurants', 'THE WELL BAR & GRILL']",THE WELL BAR & GRILL,Claimed,4.5,"September 6, 2023","2 Plantation Road, Ballykelly BT49 9HX Northern Ireland",55.03699,-7.022535,#1 of 2 Restaurants in Ballykelly,#1 of 2 British in Ballykelly,105,0,0,,"Irish, Bar, Pub, British","Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",True,True,45.0,45.0,45.0,,72,18,5.0,5.0,5.0,"Spanish (1), English (103), Italian (1)",g1076929-d7264026,in rating,$$ - $$$,"Irish, Bar, British",103,2,103,Restaurants,http://thewellbargrill.com/,nan,,nan,0,non-facebook,online,,,0
g1091091-d2153831,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Newtownstewart', 'Newtownstewart Restaurants', 'Ten Square']",Ten Square,Claimed,4.0,"February 19, 2019","44B Main Street, Newtownstewart Northern Ireland",54.71831,-7.37703,#1 of 1 Restaurant in Newtownstewart,#1 of 1 International in Newtownstewart,60,0,0,,"International, British","Lunch, Dinner, Late Night",,"Reservations, Seating, Serves Alcohol, Highchairs Available, Table Service",False,False,40.0,40.0,40.0,40.0,27,16,5.0,9.0,3.0,English (60),g1091091-d2153831,in rating,$$ - $$$,"International, British",60,0,60,Restaurants,https://www.facebook.com/tensquarerestaurant/,"January 20, 2015",,"Intro
Page · British Restaurant
Omagh, United Kingdom
+44 28 8166 1900
tensquare.co.uk
Open now
Outdoor seating
Price Range · $
Rating · 5.0 (6 Reviews)",2015,facebook,online,5.0,6,927
g1097111-d10235799,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Airport Road Cafe']",Airport Road Cafe,Unclaimed,4.0,"April 27, 2023","11 Tully Road Nutts Corner, Aldergrove BT29 4SW Northern Ireland",54.641632,-6.155421,#4 of 14 Restaurants in Aldergrove,#6 of 9 British in Aldergrove,46,0,0,,"Cafe, British","Breakfast, Lunch, Dinner, Brunch",Vegetarian Friendly,"Seating, Highchairs Available, Wheelchair Accessible, Table Service, Takeout",False,True,40.0,45.0,40.0,,31,6,2.0,3.0,4.0,English (46),g1097111-d10235799,in rating,$,"Cafe, British, Vegetarian Friendly",46,0,46,Restaurants,https://www.facebook.com/Airport-Road-Cafe-731211703622438/,"September 22 , 2023",Happiest of birthday weekends Katrina!,"Intro
Page · Restaurant
11 Tully Road, Nutts Corner, United Kingdom
+44 28 9082 5214
directory.independent.co.uk/company/airport-road-cafe/11697610
In-store pickup
Price Range · $$
Rating · 4.7 (224 Reviews)",2023,facebook,online,4.7,224,4700
g1097111-d15865072,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Tesco Cafe']",Tesco Cafe,Unclaimed,5.0,"September 24, 2020","100-150 York St, Aldergrove BT15 1WA Northern Ireland",54.608532,-5.926487,#11 of 14 Restaurants in Aldergrove,#11 of 14 Restaurants in Aldergrove,1,0,0,,,"Breakfast, Lunch",,,True,True,,,,,1,0,0.0,0.0,0.0,English (1),g1097111-d15865072,in rating,,,1,0,1,Restaurants,https://www.tesco.com/store-locator/belfast/100-150-york-st/cafe?sc_cmp=ref*yg*stc*3486&utm_source=yext_extnet&utm_campaign=local_cafe_NI&utm_medium=referral,nan,,nan,0,non-facebook,unavailable,,,0
g1097111-d1904082,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Ballyrobin Country Lodge Restaurant']",Ballyrobin Country Lodge Restaurant,Claimed,4.0,"October 8, 2023","144-146 Ballyrobin Road, Aldergrove BT29 4EG Northern Ireland",54.66713,-6.193341,#1 of 14 Restaurants in Aldergrove,#1 of 14 Restaurants in Aldergrove,477,0,0,₪95 - ₪127,"Irish, Bar, European, British, Pub","Breakfast, Lunch, Dinner, Brunch, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",True,True,40.0,40.0,35.0,40.0,238,115,50.0,44.0,30.0,"Italian (1), German (1), French (1), Japanese (1), Spanish (1), English (472)",g1097111-d1904082,in rating,$$ - $$$,"Irish, Bar, European",472,5,472,Restaurants,http://www.ballyrobincountrylodge.com/,nan,,nan,0,non-facebook,online,,,0
g1097111-d2514418,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Doorsteps']",Doorsteps,Unclaimed,4.0,"February 11, 2020","455-457 Lisburn Road, Aldergrove BT9 7EY Northern Ireland",54.57798,-5.95246,#1 of 2 Quick Bites in Aldergrove,#1 of 2 Quick Bites in Aldergrove,49,0,0,,"British, Cafe","Breakfast, Lunch",Vegetarian Friendly,"Takeout, Seating, Wheelchair Accessible",True,True,45.0,40.0,45.0,30.0,29,11,2.0,4.0,3.0,"Spanish (1), English (48)",g1097111-d2514418,in rating,$,"Quick Bites, Cafe, British",48,1,48,Quick Bites,http://www.door-steps.co.uk/,nan,,nan,0,non-facebook,online,,,0
g1097111-d2702880,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Northern Quarter']",Northern Quarter,Claimed,2.5,"October 3, 2023","Airport Rd Belfast International Airport, Aldergrove BT29 4AB Northern Ireland",54.66125,-6.216954,#2 of 2 Quick Bites in Aldergrove,#2 of 2 Quick Bites in Aldergrove,270,0,0,₪10 - ₪77,"Irish, British","Breakfast, Lunch",,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Wine and Beer, Family style",True,True,30.0,30.0,25.0,25.0,32,47,50.0,50.0,91.0,English (270),g1097111-d2702880,in rating,$$ - $$$,"Quick Bites, Irish, British",270,0,270,Quick Bites,https://www.facebook.com/NorthernQuarterBIA,"January 23, 2023",,"Intro

The Northern QTR food market & bar has truly revolutionised the pre-flight food & beverage game at B
Page · Bar & Grill
+44 28 9448 4565
some@email.com
nqtr.co.uk
Price Range · $$",2023,facebook,online,,,2600
g1097111-d3250947,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Berries Coffee Shop']",Berries Coffee Shop,Unclaimed,5.0,"January 16, 2016","206 Falls Road, Aldergrove Northern Ireland",54.59243,-5.96074,#3 of 3 Coffee & Tea in Aldergrove,#3 of 3 Coffee & Tea in Aldergrove,4,0,0,,Irish,"Breakfast, Lunch, Dinner",,,True,True,,,,,3,1,0.0,0.0,0.0,English (4),g1097111-d3250947,in rating,$,Irish,4,0,4,Coffee & Tea,http://www.facebook.com/berriescoffeeshop,nan,,nan,0,facebook,unavailable,,,0
g1097111-d3303397,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Malone House']",Malone House,Unclaimed,4.0,"March 7, 2020","Malone House Barnetts Demesne Malone Road, Aldergrove BT9 5PB Northern Ireland",54.553032,-5.957985,#2 of 14 Restaurants in Aldergrove,#2 of 14 Restaurants in Aldergrove,71,0,0,,"International, British",Lunch,Vegetarian Friendly,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",True,True,40.0,40.0,40.0,,35,25,6.0,3.0,2.0,English (71),g1097111-d3303397,in rating,$$ - $$$,"International, British, Vegetarian Friendly",71,0,71,Restaurants,http://www.belfastcity.gov.uk/malonehouse/,nan,,nan,0,non-facebook,online,,,0
g1097111-d3399345,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Kangaroo']",Kangaroo - CLOSED,Unclaimed,5.0,"May 10, 2013","Falls Road, Aldergrove Northern Ireland",54.58201,-5.97962,,,1,0,0,,Cafe,,,,False,False,,,,,1,0,0.0,0.0,0.0,English (1),g1097111-d3399345,closed,,Cafe,1,0,1,,,nan,,nan,0,no_website,no_website,,,0
g1097111-d3478638,,,,,,,,,,,0,0,0,,,,,,False,False,,,,,,,,,,,,redirect,,,0,0,0,,,nan,,nan,0,no_website,no_website,,,0
g1097111-d3486271,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'The burrito bar']",The burrito bar,Unclaimed,4.0,"October 10, 2018","118 Andersonstown Road, Aldergrove BT11 9BX Northern Ireland",54.57375,-5.98647,#7 of 14 Restaurants in Aldergrove,#1 of 2 Mexican in Aldergrove,6,0,0,,Mexican,"Lunch, Dinner",,Delivery,True,True,,,,,4,0,0.0,1.0,1.0,English (6),g1097111-d3486271,in rating,$,Mexican,6,0,6,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g1097111-d3664883,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Weatherspoons']",Weatherspoons,Unclaimed,3.5,"December 10, 2021","Dublin Road, Aldergrove Northern Ireland",54.593056,-5.931522,#5 of 14 Restaurants in Aldergrove,#5 of 14 Restaurants in Aldergrove,88,0,0,,"Bar, British","Lunch, Dinner",Vegetarian Friendly,"Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar",False,True,35.0,40.0,40.0,,28,26,17.0,4.0,13.0,"English (84), Swedish (2), German (2)",g1097111-d3664883,in rating,$,"Bar, British, Vegetarian Friendly",84,4,84,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g1097111-d4004758,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Metz Espress']",Metz Espress,Unclaimed,4.5,"May 21, 2022","55 High Street, Aldergrove BT1 2AB Northern Ireland",54.600132,-5.926738,#1 of 3 Coffee & Tea in Aldergrove,#1 of 3 Coffee & Tea in Aldergrove,51,0,0,,"Cafe, British","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options","Seating, Highchairs Available, Takeout, Wheelchair Accessible, Table Service",False,True,45.0,45.0,45.0,,28,18,3.0,1.0,1.0,"English (46), French (1), Japanese (1), Portuguese (1), Spanish (1), Russian (1)",g1097111-d4004758,in rating,$,"Cafe, British, Vegetarian Friendly",46,5,46,Coffee & Tea,,nan,,nan,0,no_website,no_website,,,0
g1097111-d5029996,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', ""Chalco's Cantina""]",Chalco's Cantina,Unclaimed,4.0,"September 13, 2014","451 Ormeau Road, Aldergrove BT7 3GQ Northern Ireland",54.5728,-5.91672,#12 of 14 Restaurants in Aldergrove,#2 of 2 Mexican in Aldergrove,1,0,0,,Mexican,,,,False,True,,,,,0,1,0.0,0.0,0.0,English (1),g1097111-d5029996,in rating,,Mexican,1,0,1,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g1097111-d5247579,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'PRESS29 Coffee House']",PRESS29 Coffee House,Claimed,4.5,"June 13, 2023","63 Agincourt Avenue Belfast, Aldergrove BT7 1QB Northern Ireland",54.583324,-5.92586,#2 of 3 Coffee & Tea in Aldergrove,#2 of 3 Coffee & Tea in Aldergrove,7,0,0,₪14 - ₪29,Cafe,"Breakfast, Lunch",,,False,True,,,,,5,2,0.0,0.0,0.0,English (7),g1097111-d5247579,in rating,$,Cafe,7,0,7,Coffee & Tea,http://www.press29.co.uk,nan,,nan,0,non-facebook,unavailable,,,0
g1097111-d5580883,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Four Star Pizza North Belfast']",Four Star Pizza North Belfast,Claimed,4.5,"August 7, 2023","158A Cavehill Road, Aldergrove BT15 5EX Northern Ireland",54.6316,-5.94738,#6 of 14 Restaurants in Aldergrove,#1 of 2 Pizza in Aldergrove,11,0,0,,Pizza,"Lunch, Dinner",,,True,True,,,,,5,4,2.0,0.0,0.0,English (11),g1097111-d5580883,in rating,,Pizza,11,0,11,Restaurants,http://www.fourstarpizza.co.uk,nan,,nan,0,non-facebook,online,,,0
g1097111-d5778644,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Pizza Cabin']",Pizza Cabin,Unclaimed,3.5,"April 3, 2018","473 Upper Newtownards Road, Aldergrove BT4 3LJ Northern Ireland",54.59424,-5.85045,#13 of 14 Restaurants in Aldergrove,#13 of 14 Restaurants in Aldergrove,4,0,0,,,Dinner,,,True,True,,,,,2,0,0.0,1.0,1.0,English (4),g1097111-d5778644,in rating,,,4,0,4,Restaurants,http://www.thepizzacabin-bt4.co.uk,nan,,nan,0,non-facebook,unavailable,,,0
g1097111-d5795532,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'The Bethany']",The Bethany,Unclaimed,4.5,"September 30, 2023","246 Newtownards Road, Aldergrove BT4 1HB Northern Ireland",54.599094,-5.899234,#3 of 14 Restaurants in Aldergrove,#1 of 2 Fast Food in Aldergrove,47,0,0,,"British, Fast Food","Dinner, Lunch",,"Takeout, Wheelchair Accessible, Seating",True,True,50.0,45.0,45.0,,32,7,4.0,2.0,2.0,"English (46), Italian (1)",g1097111-d5795532,in rating,$$ - $$$,"Fast Food, British",46,1,46,Restaurants,http://thebethany.co.uk,nan,,nan,0,non-facebook,unavailable,,,0
g1097111-d5816696,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'The Chippie Stranmillis']",The Chippie Stranmillis,Unclaimed,3.0,"December 6, 2021","133 Stranmillis Road, Aldergrove BT9 5AJ Northern Ireland",54.57931,-5.934938,#14 of 14 Restaurants in Aldergrove,#14 of 14 Restaurants in Aldergrove,10,0,0,,,"Lunch, Dinner",,,True,True,30.0,35.0,30.0,,2,2,0.0,4.0,2.0,English (10),g1097111-d5816696,in rating,$,,10,0,10,Restaurants,http://thechippie.weebly.com,nan,,nan,0,non-facebook,online,,,0
g1097111-d5817393,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Guccii Chip']",Guccii Chip,Unclaimed,3.0,"August 17, 2023","133 Lisburn Road, Aldergrove BT19 6ZG Northern Ireland",54.58385,-5.944093,#9 of 14 Restaurants in Aldergrove,#2 of 2 Fast Food in Aldergrove,23,0,0,,Fast Food,"Lunch, Dinner",,Takeout,True,True,30.0,30.0,30.0,,8,2,3.0,4.0,6.0,English (23),g1097111-d5817393,in rating,$,Fast Food,23,0,23,Restaurants,https://www.facebook.com/GUccii-Chip-115073539901572/?ref=search&__tn__=%2Cd%2CP-R&eid=ARCvGZWmw3N7gLf6kau4lQImCF3xocFut7WyrfLSICeUmLEzth8HVjW2F9kbLVNeUSeb9jjTPWOh55tN,"July 10, 2022",,"Intro
Fish,chip,kebab Burger ,Halal
Page · Fast food restaurant
133 Lisburn Road, Belfast, United Kingdom
+44 28 9066 6200
some@email.com
Closed now
Dine-in · Outdoor seating
Price Range · $
Rating · 4.1 (66 Reviews)",2022,facebook,online,4.1,66,521
g1097111-d6280887,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Proper Pasty Co']",Proper Pasty Co,Unclaimed,4.5,"April 6, 2016","29/31 Queens Arcade Fountain Street, Belfast, Aldergrove BT1 5FF Northern Ireland",54.59816,-5.93076,#8 of 14 Restaurants in Aldergrove,#5 of 5 Cafe in Aldergrove,3,0,0,,"Pizza, Cafe, British",,,,False,True,,,,,2,1,0.0,0.0,0.0,English (3),g1097111-d6280887,in rating,,"Pizza, Cafe, British",3,0,3,Restaurants,http://www.properpasty.co.uk/,nan,,nan,0,non-facebook,online,,,0
g1109525-d12669605,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', ""O'Connor's Bar & Restaurant""]",O'Connor's Bar & Restaurant,Unclaimed,5.0,"February 20, 2022","48 Main Street, Dromore BT78 3AB Northern Ireland",54.512836,-7.458619,#5 of 9 Restaurants in Dromore,#5 of 9 Restaurants in Dromore,3,0,0,,,"Lunch, Dinner",,,True,True,,,,,3,0,0.0,0.0,0.0,English (3),g1109525-d12669605,in rating,,,3,0,3,Restaurants,https://www.oconnorsrestaurant.co.uk,nan,,nan,0,non-facebook,unavailable,,,0
g1109525-d1319008,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', 'Phuns Welcome']",Phuns Welcome,Unclaimed,3.5,"June 2, 2022","18 Market Square, Dromore BT25 1AW Northern Ireland",54.4145,-6.1483,#7 of 9 Restaurants in Dromore,#2 of 4 Fast Food in Dromore,36,0,0,,"Chinese, Fast Food","Lunch, Dinner",,Takeout,True,True,30.0,35.0,30.0,30.0,10,8,8.0,3.0,7.0,English (36),g1109525-d1319008,in rating,$$ - $$$,"Chinese, Fast Food, Cantonese",36,0,36,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g1109525-d15044196,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', 'Barrel and Bean']",Barrel and Bean,Claimed,4.5,"September 16, 2023","24 Church Street, Dromore BT25 1AA Northern Ireland",54.413612,-6.149845,#2 of 9 Restaurants in Dromore,#1 of 1 Deli in Dromore,73,0,0,,"Bar, Cafe, Deli, British","Lunch, Dinner, Brunch, Late Night, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Highchairs Available, Serves Alcohol, Free Wifi, Table Service, Reservations, Street Parking, Wheelchair Accessible, Wine and Beer, Accepts Credit Cards, Family style",True,True,50.0,50.0,50.0,,57,8,4.0,2.0,2.0,English (73),g1109525-d15044196,in rating,$$ - $$$,"Bar, Cafe, British",73,0,73,Restaurants,https://www.facebook.com/Barrel-Bean-Dromore-204694120138671/,"October, 2023","Fresh scones, fresh breakfast, fresh sausage rolls.. couldn’t bait it on a day like that!!
Happy Friday","Intro
Coffee and Wine Bar offering Breakfast, Lunch and Bar Snacks
Page · Restaurant
24 Church Street, Dromore, United Kingdom
+44 28 9269 0810
some@email.com
Www.barrelandbeandromore.com
Open now
Dine-in · Outdoor seating · Curbside pickup…
Price Range · $$
Rating · 4.7 (565 Reviews)",2023,facebook,online,4.7,565,13000
g1109525-d1548918,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', 'Riverside Tea Room']",Riverside Tea Room,Claimed,4.5,"July 20, 2023","12 Bridge Street, Dromore BT25 1AN Northern Ireland",54.41406,-6.14974,#3 of 9 Restaurants in Dromore,#2 of 3 Cafe in Dromore,55,0,0,,"Cafe, British, Irish, Soups","Breakfast, Lunch, Brunch",Vegetarian Friendly,"Seating, Highchairs Available, Outdoor Seating, Gift Cards Available",True,True,45.0,50.0,50.0,45.0,42,10,0.0,2.0,1.0,English (55),g1109525-d1548918,in rating,$,"Irish, Cafe, British",55,0,55,Restaurants,http://www.riverside-tearoom.co.uk/contact,nan,,nan,0,non-facebook,online,,,0
g1109525-d1720887,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', 'Boyles of Dromore']",Boyles of Dromore,Claimed,4.5,"August 2, 2023","8-10 Castle Street, Dromore BT25 1AF Northern Ireland",54.413513,-6.150454,#1 of 9 Restaurants in Dromore,#1 of 2 Irish in Dromore,166,0,0,,"Irish, Bar, British, Pub","Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Private Dining, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Free Wifi",True,True,45.0,45.0,45.0,40.0,121,29,11.0,4.0,1.0,English (166),g1109525-d1720887,in rating,$$ - $$$,"Irish, Bar, British",166,0,166,Restaurants,https://www.facebook.com/BoylesofDromore/about,"October 6 , 2023","Friday Night Steakout 
Served 5.00 - 9.00pm 
Book Now 02892 699 390","Intro
Page · Pub
8-10 Castle Street, Dromore, United Kingdom
+44 28 9269 9390
some@email.com
bigreddirectory.com/boyles-dromore
Open now
Dine-in · Outdoor seating
Price Range · $$$
Rating · 4.6 (373 Reviews)",2023,facebook,online,4.6,373,4300
