,id,actual_url,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,price_range_and_top_tags,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,website,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,selected_language
28,g1076215-d8105467,['https://www.tripadvisor.com/Restaurant_Review-g1076215-d8105467-Reviews-Heather_s_Cottage_Bakes_Tearoom_Bakery-Irvinestown_County_Fermanagh_Northern_Ire.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Irvinestown', 'Irvinestown Restaurants', ""Heather's Cottage Bakes, Tearoom & Bakery""]","Heather's Cottage Bakes, Tearoom & Bakery", Claimed,5.0,"August 10, 2023","33 Main Street, Irvinestown BT94 1GJ Northern Ireland",54.47245,-7.63288,#1 of 1 Bakery in Irvinestown,#1 of 1 Bakeries in Irvinestown,"['$', 'Bakeries', 'Cafe']",(17),,,,Cafe,"Breakfast, Lunch, Brunch",,"Takeout, Seating, Wheelchair Accessible", Closed now:  See all hours,tel:+44 7708 311911,http://www.facebook.com/HeathersCottageBakes,bubble_50,bubble_50,bubble_50,,14,3,0.0,0.0,0.0,"{'English (17)', 'All languages'}",ALL
29,g1076929-d11850323,['https://www.tripadvisor.com/Restaurant_Review-g1076929-d11850323-Reviews-Glen_Chippy-Ballykelly_County_Londonderry_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Ballykelly', 'Ballykelly Restaurants', 'Glen Chippy']",Glen Chippy - CLOSED, Unclaimed,,,"40 Glasgow Terrace, Ballykelly BT48 0DP Northern Ireland",55.00734,-7.3285,,,['British'],(0),,,,British,[],,[],,,,,,,,0,0,0.0,0.0,0.0,,
30,g1076929-d4598755,['https://www.tripadvisor.com/Restaurant_Review-g1076929-d4598755-Reviews-Tommy_s_Traditional_Fish_and_Chips-Ballykelly_County_Londonderry_Northern_Irelan.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Ballykelly', 'Ballykelly Restaurants', ""Tommy's Traditional Fish and Chips""]",Tommy's Traditional Fish and Chips, Claimed,3.0,"July 31, 2023","44 Main Street, Ballykelly BT49 9HS Northern Ireland",55.044502,-7.016523,#2 of 2 Restaurants in Ballykelly,#2 of 2 British in Ballykelly,"['$', 'Irish', 'Fast Food', 'British']",(97),,,,"Irish, Fast Food, British",Lunch,,"Takeout, Seating, Wheelchair Accessible, Accepts Credit Cards, Parking Available, Free off-street parking, Highchairs Available, Family style, Non-smoking restaurants", Open now: 08:30 AM - 12:00 AM,tel:+44 28 7772 2740,"http://www.tommysfishandchips.com/"",""email"":""tommysfishandchips@hotmail.co.uk",bubble_35,bubble_40,bubble_30,,36,10,4.0,14.0,33.0,"{'French (1)', 'All languages', 'Spanish (1)', 'English (95)'}",ALL
31,g1076929-d5817103,['https://www.tripadvisor.com/Restaurant_Review-g1076929-d5817103-Reviews-Darios_pizza_pasta-Ballykelly_County_Londonderry_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Ballykelly', 'Ballykelly Restaurants', 'Darios pizza&pasta']",Darios pizza&pasta, Unclaimed,3.0,"August 31, 2021","59 Main Street, Ballykelly BT49 9HS Northern Ireland",55.0447,-7.016455,#1 of 1 Quick Bite in Ballykelly,#1 of 1 Quick Bites in Ballykelly,"['$', 'Quick Bites', 'Pizza', 'Fast Food']",(14),,,,"Pizza, Fast Food",Dinner,,Wheelchair Accessible, Open now: 5:00 PM - 11:00 PM,tel:+44 28 7727 8500,https://www.facebook.com/Darios-Pizza-Ballykelly-356012765035761/,,,,,5,1,1.0,1.0,6.0,"{'All languages', 'English (14)'}",ALL
32,g1076929-d7264026,['https://www.tripadvisor.com/Restaurant_Review-g1076929-d7264026-Reviews-THE_WELL_BAR_GRILL-Ballykelly_County_Londonderry_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Ballykelly', 'Ballykelly Restaurants', 'THE WELL BAR & GRILL']",THE WELL BAR & GRILL, Claimed,4.5,"September 6, 2023","2 Plantation Road, Ballykelly BT49 9HX Northern Ireland",55.03699,-7.022535,#1 of 2 Restaurants in Ballykelly,#1 of 2 British in Ballykelly,"['$$ - $$$', 'Irish', 'Bar', 'British']",(105),,,,"Irish, Bar, Pub, British","Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Parking Available', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Table Service']", Open now: 12:00 PM - 9:00 PM,tel:+44 28 7776 4235,"http://thewellbargrill.com/"",""email"":""thewellbargrill@aol.com",bubble_45,bubble_45,bubble_45,,72,18,5.0,5.0,5.0,"{'Spanish (1)', 'English (103)', 'All languages', 'Italian (1)'}",ALL
33,g1091091-d2153831,['https://www.tripadvisor.com/Restaurant_Review-g1091091-d2153831-Reviews-Ten_Square-Newtownstewart_County_Tyrone_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Newtownstewart', 'Newtownstewart Restaurants', 'Ten Square']",Ten Square, Claimed,4.0,"February 19, 2019","44B Main Street, Newtownstewart Northern Ireland",54.71831,-7.37703,#1 of 1 Restaurant in Newtownstewart,#1 of 1 International in Newtownstewart,"['$$ - $$$', 'International', 'British']",(60),,,,"International, British","Lunch, Dinner, Late Night",,"Reservations, Seating, Serves Alcohol, Highchairs Available, Table Service",+ Add hours,,https://www.facebook.com/tensquarerestaurant/,bubble_40,bubble_40,bubble_40,bubble_40,27,16,5.0,9.0,3.0,"{'English (60)', 'All languages'}",ALL
34,g1097111-d10235799,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d10235799-Reviews-Airport_Road_Cafe-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Airport Road Cafe']",Airport Road Cafe, Unclaimed,4.0,"April 27, 2023","11 Tully Road Nutts Corner, Aldergrove BT29 4SW Northern Ireland",54.641632,-6.155421,#4 of 14 Restaurants in Aldergrove,#6 of 9 British in Aldergrove,"['$', 'Cafe', 'British', 'Vegetarian Friendly']",(46),,,,"Cafe, British","Breakfast, Lunch, Dinner, Brunch",Vegetarian Friendly,"['Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Table Service', 'Takeout']",+ Add hours,tel:+44 28 9082 5214,https://www.facebook.com/Airport-Road-Cafe-731211703622438/,bubble_40,bubble_45,bubble_40,,31,6,2.0,3.0,4.0,"{'English (46)', 'All languages'}",ALL
35,g1097111-d15865072,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d15865072-Reviews-Tesco_Cafe-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Tesco Cafe']",Tesco Cafe, Unclaimed,5.0,"September 24, 2020","100-150 York St, Aldergrove BT15 1WA Northern Ireland",54.608532,-5.926487,#11 of 14 Restaurants in Aldergrove,#11 of 14 Restaurants in Aldergrove,,(1),,,,,"Breakfast, Lunch",,[], Closed now:  See all hours,tel:+44 345 677 9754,https://www.tesco.com/store-locator/belfast/100-150-york-st/cafe?sc_cmp=ref*yg*stc*3486&utm_source=yext_extnet&utm_campaign=local_cafe_NI&utm_medium=referral,,,,,1,0,0.0,0.0,0.0,"{'All languages', 'English (1)'}",ALL
36,g1097111-d1904082,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d1904082-Reviews-Ballyrobin_Country_Lodge_Restaurant-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Ballyrobin Country Lodge Restaurant']",Ballyrobin Country Lodge Restaurant, Claimed,4.0,"October 8, 2023","144-146 Ballyrobin Road, Aldergrove BT29 4EG Northern Ireland",54.66713,-6.193341,#1 of 14 Restaurants in Aldergrove,#1 of 14 Restaurants in Aldergrove,"['$$ - $$$', 'Irish', 'Bar', 'European']",(477),,,₪95 - ₪127,"Irish, Bar, European, British, Pub","['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Reservations', 'Outdoor Seating', 'Seating', 'Parking Available', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']", Open now: 07:00 AM - 9:00 PM,tel:+44 28 9442 2211,"http://www.ballyrobincountrylodge.com/"",""email"":""reservations@ballyrobincountrylodge.com",bubble_40,bubble_40,bubble_35,bubble_40,238,115,50.0,44.0,30.0,"{'Italian (1)', 'German (1)', 'All languages', 'French (1)', 'Japanese (1)', 'Spanish (1)', 'English (472)'}",ALL
37,g1097111-d2514418,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d2514418-Reviews-Doorsteps-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Doorsteps']",Doorsteps, Unclaimed,4.0,"February 11, 2020","455-457 Lisburn Road, Aldergrove BT9 7EY Northern Ireland",54.57798,-5.95246,#1 of 2 Quick Bites in Aldergrove,#1 of 2 Quick Bites in Aldergrove,"['$', 'Quick Bites', 'Cafe', 'British']",(49),,,,"British, Cafe","Breakfast, Lunch",Vegetarian Friendly,"['Takeout', 'Seating', 'Wheelchair Accessible']", Closed now:  See all hours,tel:+44 28 9068 1645,"http://www.door-steps.co.uk/"",""email"":""info@Door-Steps.co.uk",bubble_45,bubble_40,bubble_45,bubble_30,29,11,2.0,4.0,3.0,"{'Spanish (1)', 'English (48)', 'All languages'}",ALL
38,g1097111-d2702880,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d2702880-Reviews-Northern_Quarter-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Northern Quarter']",Northern Quarter, Claimed,2.5,"October 3, 2023","Airport Rd Belfast International Airport, Aldergrove BT29 4AB Northern Ireland",54.66125,-6.216954,#2 of 2 Quick Bites in Aldergrove,#2 of 2 Quick Bites in Aldergrove,"['$$ - $$$', 'Quick Bites', 'Irish', 'British']",(270),,,₪10 - ₪77,"Irish, British","Breakfast, Lunch",,"['Takeout', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Free Wifi', 'Accepts Credit Cards', 'Wine and Beer', 'Family style']", Open now: 05:00 AM - 9:00 PM,tel:+44 7967 107629,"https://www.facebook.com/NorthernQuarterBIA"",""email"":""bia@mountcharles.com",bubble_30,bubble_30,bubble_25,bubble_25,32,47,50.0,50.0,91.0,"{'English (270)', 'All languages'}",ALL
39,g1097111-d3250947,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d3250947-Reviews-Berries_Coffee_Shop-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Berries Coffee Shop']",Berries Coffee Shop, Unclaimed,5.0,"January 16, 2016","206 Falls Road, Aldergrove Northern Ireland",54.59243,-5.96074,#3 of 3 Coffee & Tea in Aldergrove,#3 of 3 Coffee & Tea in Aldergrove,"['$', 'Irish']",(4),,,,Irish,"Breakfast, Lunch, Dinner",,[], Open now: 09:00 AM - 05:00 AM,tel:+44 28 9031 1374,http://www.facebook.com/berriescoffeeshop,,,,,3,1,0.0,0.0,0.0,"{'All languages', 'English (4)'}",ALL
40,g1097111-d3303397,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d3303397-Reviews-Malone_House-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Malone House']",Malone House, Unclaimed,4.0,"March 7, 2020","Malone House Barnetts Demesne Malone Road, Aldergrove BT9 5PB Northern Ireland",54.553032,-5.957985,#2 of 14 Restaurants in Aldergrove,#2 of 14 Restaurants in Aldergrove,"['$$ - $$$', 'International', 'British', 'Vegetarian Friendly']",(71),,,,"International, British",Lunch,Vegetarian Friendly,"['Reservations', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Table Service']", Closed now:  See all hours,tel:+44 28 9068 1246,"http://www.belfastcity.gov.uk/malonehouse/"",""email"":""mhreception@malonehouse.co.uk",bubble_40,bubble_40,bubble_40,,35,25,6.0,3.0,2.0,"{'English (71)', 'All languages'}",ALL
41,g1097111-d3399345,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d3399345-Reviews-Kangaroo-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Kangaroo']",Kangaroo - CLOSED, Unclaimed,5.0,"May 10, 2013","Falls Road, Aldergrove Northern Ireland",54.58201,-5.97962,,,['Cafe'],(1),,,,Cafe,[],,[],,,,,,,,1,0,0.0,0.0,0.0,"{'All languages', 'English (1)'}",ALL
42,g1097111-d3478638,['https://www.tripadvisor.com/Restaurants-g1097111-Aldergrove_County_Antrim_Northern_Ireland.html'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,g1097111-d3486271,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d3486271-Reviews-The_burrito_bar-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'The burrito bar']",The burrito bar, Unclaimed,4.0,"October 10, 2018","118 Andersonstown Road, Aldergrove BT11 9BX Northern Ireland",54.57375,-5.98647,#7 of 14 Restaurants in Aldergrove,#1 of 2 Mexican in Aldergrove,"['$', 'Mexican']",(6),,,,Mexican,"Lunch, Dinner",,Delivery, Open now: 11:00 AM - 10:00 PM,tel:+44 28 9030 1257,,,,,,4,0,0.0,1.0,1.0,"{'English (6)', 'All languages'}",ALL
44,g1097111-d3664883,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d3664883-Reviews-Weatherspoons-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Weatherspoons']",Weatherspoons, Unclaimed,3.5,"December 10, 2021","Dublin Road, Aldergrove Northern Ireland",54.593056,-5.931522,#5 of 14 Restaurants in Aldergrove,#5 of 14 Restaurants in Aldergrove,"['$', 'Bar', 'British', 'Vegetarian Friendly']",(88),,,,"Bar, British","Lunch, Dinner",Vegetarian Friendly,"['Outdoor Seating', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar']",+ Add hours,tel:+44 28 9262 7390,,bubble_35,bubble_40,bubble_40,,28,26,17.0,4.0,13.0,"{'English (84)', 'Swedish (2)', 'All languages', 'German (2)'}",ALL
45,g1097111-d4004758,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d4004758-Reviews-Metz_Espress-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Metz Espress']",Metz Espress, Unclaimed,4.5,"May 21, 2022","55 High Street, Aldergrove BT1 2AB Northern Ireland",54.600132,-5.926738,#1 of 3 Coffee & Tea in Aldergrove,#1 of 3 Coffee & Tea in Aldergrove,"['$', 'Cafe', 'British', 'Vegetarian Friendly']",(51),,,,"Cafe, British","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options","['Seating', 'Highchairs Available', 'Takeout', 'Wheelchair Accessible', 'Table Service']",+ Add hours,tel:+44 28 9024 3993,,bubble_45,bubble_45,bubble_45,,28,18,3.0,1.0,1.0,"{'English (46)', 'All languages', 'French (1)', 'Japanese (1)', 'Portuguese (1)', 'Spanish (1)', 'Russian (1)'}",ALL
46,g1097111-d5029996,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d5029996-Reviews-Chalco_s_Cantina-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', ""Chalco's Cantina""]",Chalco's Cantina, Unclaimed,4.0,"September 13, 2014","451 Ormeau Road, Aldergrove BT7 3GQ Northern Ireland",54.5728,-5.91672,#12 of 14 Restaurants in Aldergrove,#2 of 2 Mexican in Aldergrove,['Mexican'],(1),,,,Mexican,[],,[],+ Add hours,tel:+44 28 9064 6844,,,,,,0,1,0.0,0.0,0.0,"{'All languages', 'English (1)'}",ALL
47,g1097111-d5247579,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d5247579-Reviews-PRESS29_Coffee_House-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'PRESS29 Coffee House']",PRESS29 Coffee House, Claimed,4.5,"June 13, 2023","63 Agincourt Avenue Belfast, Aldergrove BT7 1QB Northern Ireland",54.583324,-5.92586,#2 of 3 Coffee & Tea in Aldergrove,#2 of 3 Coffee & Tea in Aldergrove,"['$', 'Cafe']",(7),,,₪14 - ₪29,Cafe,"Breakfast, Lunch",,[],+ Add hours,tel:+44 28 9508 5170,"http://www.press29.co.uk"",""email"":""press29@live.co.uk",,,,,5,2,0.0,0.0,0.0,"{'English (7)', 'All languages'}",ALL
48,g1097111-d5580883,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d5580883-Reviews-Four_Star_Pizza_North_Belfast-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Four Star Pizza North Belfast']",Four Star Pizza North Belfast, Claimed,4.5,"August 7, 2023","158A Cavehill Road, Aldergrove BT15 5EX Northern Ireland",54.6316,-5.94738,#6 of 14 Restaurants in Aldergrove,#1 of 2 Pizza in Aldergrove,['Pizza'],(11),,,,Pizza,"Lunch, Dinner",,[], Open now: 11:30 AM - 12:00 AM,tel:+44 28 9071 3533,"http://www.fourstarpizza.co.uk"",""email"":""fourstarpizza@btinternet.com",,,,,5,4,2.0,0.0,0.0,"{'English (11)', 'All languages'}",ALL
49,g1097111-d5778644,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d5778644-Reviews-Pizza_Cabin-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Pizza Cabin']",Pizza Cabin, Unclaimed,3.5,"April 3, 2018","473 Upper Newtownards Road, Aldergrove BT4 3LJ Northern Ireland",54.59424,-5.85045,#13 of 14 Restaurants in Aldergrove,#13 of 14 Restaurants in Aldergrove,,(4),,,,,Dinner,,[], Open now: 5:00 PM - 11:00 PM,tel:+44 28 9047 3435,http://www.thepizzacabin-bt4.co.uk,,,,,2,0,0.0,1.0,1.0,"{'All languages', 'English (4)'}",ALL
50,g1097111-d5795532,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d5795532-Reviews-The_Bethany-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'The Bethany']",The Bethany, Unclaimed,4.5,"September 30, 2023","246 Newtownards Road, Aldergrove BT4 1HB Northern Ireland",54.599094,-5.899234,#3 of 14 Restaurants in Aldergrove,#1 of 2 Fast Food in Aldergrove,"['$$ - $$$', 'Fast Food', 'British']",(47),,,,"British, Fast Food","Dinner, Lunch",,"Takeout, Wheelchair Accessible, Seating", Open now: 4:00 PM - 9:30 PM,tel:+44 28 9045 4498,http://thebethany.co.uk,bubble_50,bubble_45,bubble_45,,32,7,4.0,2.0,2.0,"{'English (46)', 'All languages', 'Italian (1)'}",ALL
51,g1097111-d5816696,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d5816696-Reviews-The_Chippie_Stranmillis-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'The Chippie Stranmillis']",The Chippie Stranmillis, Unclaimed,3.0,"December 6, 2021","133 Stranmillis Road, Aldergrove BT9 5AJ Northern Ireland",54.57931,-5.934938,#14 of 14 Restaurants in Aldergrove,#14 of 14 Restaurants in Aldergrove,['$'],(10),,,,,"Lunch, Dinner",,[], Open now: 11:00 AM - 11:00 PM,tel:+44 28 9066 9810,"http://thechippie.weebly.com"",""email"":""thechippiestranmillis@live.co.uk",bubble_30,bubble_35,bubble_30,,2,2,0.0,4.0,2.0,"{'English (10)', 'All languages'}",ALL
52,g1097111-d5817393,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d5817393-Reviews-Guccii_Chip-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Guccii Chip']",Guccii Chip, Unclaimed,3.0,"August 17, 2023","133 Lisburn Road, Aldergrove BT19 6ZG Northern Ireland",54.58385,-5.944093,#9 of 14 Restaurants in Aldergrove,#2 of 2 Fast Food in Aldergrove,"['$', 'Fast Food']",(23),,,,Fast Food,"Lunch, Dinner",,Takeout, Open now: 11:00 AM - 12:00 AM,tel:+44 28 9066 6456,https://www.facebook.com/GUccii-Chip-115073539901572/?ref=search&__tn__=%2Cd%2CP-R&eid=ARCvGZWmw3N7gLf6kau4lQImCF3xocFut7WyrfLSICeUmLEzth8HVjW2F9kbLVNeUSeb9jjTPWOh55tN,bubble_30,bubble_30,bubble_30,,8,2,3.0,4.0,6.0,"{'English (23)', 'All languages'}",ALL
53,g1097111-d6280887,['https://www.tripadvisor.com/Restaurant_Review-g1097111-d6280887-Reviews-Proper_Pasty_Co-Aldergrove_County_Antrim_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Proper Pasty Co']",Proper Pasty Co, Unclaimed,4.5,"April 6, 2016","29/31 Queens Arcade Fountain Street, Belfast, Aldergrove BT1 5FF Northern Ireland",54.59816,-5.93076,#8 of 14 Restaurants in Aldergrove,#5 of 5 Cafe in Aldergrove,"['Pizza', 'Cafe', 'British']",(3),,,,"Pizza, Cafe, British",[],,[],+ Add hours,tel:+44 28 9024 6935,"http://www.properpasty.co.uk/"",""email"":""orders@tgcpco.com",,,,,2,1,0.0,0.0,0.0,"{'All languages', 'English (3)'}",ALL
54,g1109525-d12669605,['https://www.tripadvisor.com/Restaurant_Review-g1109525-d12669605-Reviews-O_Connor_s_Bar_Restaurant-Dromore_County_Down_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', ""O'Connor's Bar & Restaurant""]",O'Connor's Bar & Restaurant, Unclaimed,5.0,"February 20, 2022","48 Main Street, Dromore BT78 3AB Northern Ireland",54.512836,-7.458619,#5 of 9 Restaurants in Dromore,#5 of 9 Restaurants in Dromore,,(3),,,,,"Lunch, Dinner",,[], Closed now:  See all hours,tel:+44 28 8289 8219,https://www.oconnorsrestaurant.co.uk,,,,,3,0,0.0,0.0,0.0,"{'All languages', 'English (3)'}",ALL
