id,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,id_destination,status,price_category,top_tags,English,non-English,local,type,website,last_update,facebook_text,description,fb_last_update_year,website_type,website_status,fb_rating,fb_reviews,fb_followers,rand,Open-closed,Comment
g294452-d7269793,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Vino Vino']",Vino Vino,Claimed,4,"December 10, 2021","Georgi Rakovski ? 121 near the National Opera House and the Alexander Nevski Cathedral, Sofia 1000 Bulgaria",42.69694,23.330399,"#137 of 1,226 Restaurants in Sofia",#104 of 469 European in Sofia,138,0,,,"Italian, Pizza, European","Lunch, Brunch, Dinner, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Takeout, Gift Cards Available",True,True,40,40,40,,63,43,14,6,12,"Italian (19), German (1), Greek (3), Spanish (5), Danish (1), Russian (1), English (92), French (8), Hebrew (4), Dutch (4)",g294452-d7269793,in rating,$$ - $$$,"Italian, Pizza, European",92,46,0,Restaurants,http://www.facebook.com/vinovinosofia/,,,,0,facebook,unavailable,,,0,0.579921043710783,,
g186470-d2572381,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', ""Victoria's""]",Victoria's,Claimed,4,"July 8, 2019","81-85 Chichester Street, Belfast BT1 4JE Northern Ireland",54.59735,-5.92424,#347 of 689 Restaurants in Belfast,#73 of 109 Bar in Belfast,111,0,0,,Bar,"Lunch, Dinner, Late Night, Drinks",,"Wheelchair Accessible, Serves Alcohol, Full Bar, Reservations, Seating, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",True,True,40,40,40,35,51,26,8,8,18,"English (108), Japanese (1), Spanish (1), Russian (1)",g186470-d2572381,in rating,$$ - $$$,Bar,108,3,108,Restaurants,http://victoriasbelfast.co.uk/,,,,0,non-facebook,unavailable,,,0,0.478455834789202,,
g294452-d19003624,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Martini Garden']",Martini Garden,Claimed,5,"September 12, 2020","bul.Vasil Levski 24, Sofia 1142 Bulgaria",42.686127,23.32387,"#105 of 1,226 Restaurants in Sofia",#12 of 153 Pizza in Sofia,39,0,,?64 - ?149,"Pizza, Seafood, Italian, Mediterranean","Lunch, Dinner, Drinks",,"Reservations, Outdoor Seating, Accepts Credit Cards, Delivery, Seating, Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Table Service, Non-smoking restaurants",True,True,,,,,37,0,1,0,1,"English (38), Italian (1)",g294452-d19003624,in rating,$$$$,"Italian, Pizza, Seafood",38,1,0,Restaurants,https://www.facebook.com/MartiniGardenSofia/,"December 3, 2020","?????????, ????????!
?? ????? ???????? ????????? ??????? ?????? ?? ???????? ????????? ?? ??? ?????? ????. ???????? ?????? ???????!
???????? ?????? ????:
-?????… See more","Intro
Page · Continental Restaurant
???. ????? ?????? 24, Sofia, Bulgaria
+359 88 800 4422
some@email.com
martinigarden.bg
Open now
Price Range · $$$
Rating · 4.1 (103 Reviews)",2020,facebook,online,4.1,103,2600,0.567667419090867,,
g274924-d3702537,"['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Indicka Restauracia Maharadza']",Indicka Restauracia Maharadza,Claimed,4,"November 2, 2019","Komarnicka 11 Ruzinov, Bratislava 821 03 Slovakia",48.15819,17.156075,"#182 of 1,028 Restaurants in Bratislava",#7 of 20 Indian in Bratislava,60,0,,?40 - ?161,"Indian, Asian","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Seating, Delivery, Serves Alcohol, Table Service",True,True,40,40,40,40,36,11,4,5,4,"Slovak (17), English (42), German (1)",g274924-d3702537,in rating,$$ - $$$,"Indian, Asian, Vegetarian Friendly",42,18,17,Restaurants,http://www.maharadza.sk/,,,,0,non-facebook,unavailable,,,0,0.117807094939053,,
g274924-d11873711,"['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Zeitlos']",Zeitlos,Claimed,4,"August 13, 2021","Zamocke Schody 5, Bratislava 811 01 Slovakia",48.141693,17.103394,"#186 of 1,028 Restaurants in Bratislava",#7 of 21 Grill in Bratislava,54,0,,?8 - ?55,"Bar, Grill, Street Food, European, British, Central European","Lunch, Late Night, Drinks, Dinner, Brunch",,"Reservations, Outdoor Seating, Seating, Parking Available, Valet Parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Table Service, Highchairs Available, Accepts Credit Cards",True,True,45,40,40,,29,14,3,3,5,"Slovak (10), Russian (1), Dutch (2), English (31), Greek (1), Korean (1), Italian (3), German (5)",g274924-d11873711,in rating,$$ - $$$,"Bar, European, British",31,23,10,Restaurants,http://www.zeitlos.sk,,,,0,non-facebook,unavailable,,,0,0.520978845190257,,
g274929-d2561333,"['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Mikulas', 'Liptovsky Mikulas Restaurants', 'Slovenska Restauracia']",Slovenska Restauracia,Unclaimed,4,"January 16, 2019","ul 1 Maja 699, Liptovsky Mikulas 031 01 Slovakia",49.08221,19.61444,#16 of 46 Restaurants in Liptovsky Mikulas,#3 of 6 Eastern European in Liptovsky Mikulas,58,0,,,Eastern European,"Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Table Service",True,True,40,40,40,35,25,18,10,2,3,"Portuguese (1), English (22), Hebrew (1), German (1), Russian (13), Slovak (8), Italian (1), Serbian (1), Czech (3), Polish (7)",g274929-d2561333,in rating,$$ - $$$,Eastern European,22,36,8,Restaurants,,,,,0,no_website,no_website,,,0,0.544102570740506,,
g294452-d6894976,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Eat.It']",Eat.It,Unclaimed,2.5,"July 20, 2018","bul.Cherni vrah 100 Paradise-Center, 2, Sofia 1407 Bulgaria",42.657066,23.313631,"#1,203 of 1,226 Restaurants in Sofia",#150 of 153 Pizza in Sofia,33,0,,,"Italian, European, Pizza, Mediterranean","Lunch, Dinner",,"Reservations, Seating, Wheelchair Accessible, Table Service",True,True,30,30,30,30,4,8,3,6,12,"English (22), Italian (5), French (1), Russian (5)",g294452-d6894976,in rating,$$ - $$$,"Italian, Pizza, Mediterranean",22,11,0,Restaurants,http://eatititalianfoodcorner.it/,,,,0,non-facebook,unavailable,,,0,0.679220543941483,,
g318870-d9566244,"['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Bansko', 'Bansko Restaurants', 'Suvorov']",Suvorov,Claimed,5,"September 25, 2019","Yavor St. 99, Bansko 2770 Bulgaria",41.830902,23.476564,#40 of 136 Restaurants in Bansko,#1 of 3 Russian in Bansko,82,0,,?51 - ?64,"Russian, European, Bar, Barbecue, Pub","Lunch, Dinner, Late Night, Drinks","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Seating, Street Parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Delivery, Parking Available, Television, Highchairs Available, Serves Alcohol, Full Bar",True,True,50,50,50,,72,6,0,4,0,"Spanish (1), English (16), Hebrew (1), Russian (64)",g318870-d9566244,in rating,$$ - $$$,"Bar, Barbecue, European",16,66,0,Restaurants,http://suvorov-rest.com,,,,0,non-facebook,unavailable,,,0,0.744034010684118,,
g191277-d4080301,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Bangor', 'Bangor Restaurants', ""Caproni's of Bangor""]",Caproni's of Bangor,Unclaimed,4,"August 12, 2021","Queen's Parade, Bangor Northern Ireland",54.66279,-5.66861,#1 of 3 Desserts in Bangor,#1 of 3 Dessert in Bangor,46,0,0,,,,,"Takeout, Wheelchair Accessible",False,False,40,45,40,45,28,6,6,6,0,"Italian (2), English (44)",g191277-d4080301,in rating,$,Dessert,44,2,44,Desserts,,,,,0,no_website,no_website,,,0,0.120196789037436,,
g295391-d10451797,"['Europe', 'Bulgaria', 'Plovdiv Province', 'Plovdiv', 'Plovdiv Restaurants', 'Morado Bar and Diner']",Morado Bar and Diner,Unclaimed,3.5,"March 13, 2020","Tsar Simeon's Gardens ul. ""Avksentiy Veleshki"" 19, Plovdiv, Bulgaria, Plovdiv 4000 Bulgaria",42.140137,24.745056,#137 of 310 Restaurants in Plovdiv,#14 of 29 Pub in Plovdiv,44,0,,,"Bar, International, European, Pub",,,"Outdoor Seating, Table Service, Reservations, Seating, Serves Alcohol",False,True,40,40,35,,13,12,8,4,7,"French (2), German (1), Spanish (3), Russian (1), Hebrew (1), Italian (7), Greek (4), English (23), Turkish (1), Dutch (1)",g295391-d10451797,in rating,$$ - $$$,"Bar, International, European",23,21,0,Restaurants,,,,,0,no_website,no_website,,,0,0.701709449989721,,
g189934-d10157994,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Ravintola Makuja']",Ravintola Makuja,Claimed,3.5,"May 11, 2020","Fredrikinkatu 46 autotalo Salomonkatu 17, Helsinki 100 Finland",60.16883,24.929457,"#872 of 1,407 Restaurants in Helsinki",#47 of 87 Fast Food in Helsinki,33,0,0,?43 - ?128,"Japanese, Sushi, Asian, Fast Food","Drinks, Lunch, Dinner",Vegetarian Friendly,"Takeout, Buffet, Seating, Parking Available, Street Parking, Highchairs Available, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Delivery, Reservations, Wheelchair Accessible",True,True,35,35,35,,13,7,2,3,8,"French (1), Swedish (1), English (14), Spanish (1), Finnish (16)",g189934-d10157994,in rating,$$ - $$$,"Japanese, Fast Food, Sushi",14,19,16,Restaurants,http://www.ravintolamakuja.fi,,,,0,non-facebook,unavailable,,,0,0.312155252322555,,
g295391-d1101024,"['Europe', 'Bulgaria', 'Plovdiv Province', 'Plovdiv', 'Plovdiv Restaurants', 'Puldin Restaurant']",Puldin Restaurant,Unclaimed,3.5,"September 25, 2019","Knyaz Tseretelev 8, Plovdiv 4000 Bulgaria",42.14838,24.75274,#103 of 310 Restaurants in Plovdiv,#103 of 310 Restaurants in Plovdiv,59,0,,,,"Lunch, Dinner, Late Night",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service",False,True,40,35,35,45,23,16,8,6,6,"Japanese (1), Portuguese (1), Spanish (4), German (2), Russian (1), French (9), Greek (2), Italian (8), English (31), Turkish (1)",g295391-d1101024,in rating,$$ - $$$,,31,29,0,Restaurants,,,,,0,no_website,no_website,,,0,0.156309810932726,,
g189945-d8431781,"['Europe', 'Finland', 'Satakunta', 'Pori', 'Pori Restaurants', 'Jatskibaari Vohveli']",Jatskibaari Vohveli,Claimed,5,"June 29, 2019","Yrjoenkatu 14 Shoppingcenter IsoKarhu, Pori 28100 Finland",61.48465,21.7979,#1 of 2 Desserts in Pori,#1 of 2 Dessert in Pori,49,0,0,?13 - ?26,Italian,,,"Takeout, Street Parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards",False,True,50,50,45,,41,6,2,0,0,"Finnish (25), Japanese (2), German (3), English (19)",g189945-d8431781,in rating,$$ - $$$,"Dessert, Italian",19,30,25,Desserts,http://www.jatskibaari.com/,,,,0,non-facebook,unavailable,,,0,0.147441177163273,,
g1088372-d6736915,"['Europe', 'Bulgaria', 'Burgas Province', 'Sveti Vlas', 'Sveti Vlas Restaurants', 'Twist Antony']",Twist Antony,Claimed,3.5,"September 13, 2019","Sveti Vlas Str. Jug 6, Sveti Vlas 8256 Bulgaria",42.711235,27.752054,#54 of 63 Restaurants in Sveti Vlas,#54 of 63 Restaurants in Sveti Vlas,35,0,,,,"Breakfast, Lunch, Dinner",,"Seating, Takeout, Reservations, Serves Alcohol, Table Service",True,True,40,45,45,40,10,12,1,3,9,"Norwegian (4), Czech (1), Russian (16), English (14)",g1088372-d6736915,in rating,$$ - $$$,,14,21,0,Restaurants,,,,,0,no_website,no_website,,,0,0.61288993852213,,
g226906-d4009952,"['Europe', 'Finland', 'Uusimaa', 'Vantaa', 'Vantaa Restaurants', ""Ceasar's. Pizza & food court""]",Ceasar's. Pizza & food court,Unclaimed,4,"February 20, 2020","Helsinki-Vantaan lentoasema, Vantaa 01530 Finland",60.318382,24.967579,#23 of 166 Restaurants in Vantaa,#23 of 166 Restaurants in Vantaa,52,0,0,,"Pizza, European","Breakfast, Lunch, Dinner",Vegetarian Friendly,"Seating, Takeout, Wheelchair Accessible",True,False,35,40,40,,13,21,15,1,2,"Japanese (1), Portuguese (1), Spanish (1), Finnish (14), Chinese (Trad.) (1), English (22), French (1), Russian (11)",g226906-d4009952,in rating,$,"Pizza, European, Vegetarian Friendly",22,30,14,Restaurants,,,,,0,no_website,no_website,,,0,0.604537202976644,,
g189934-d3859271,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Hoshito']",Hoshito,Unclaimed,4,"July 31, 2018","Arkadiankatu 21, Helsinki 00100 Finland",60.17152,24.92591,"#401 of 1,407 Restaurants in Helsinki","#401 of 1,407 Restaurants in Helsinki",38,0,0,,"Japanese, Asian","Lunch, Dinner",,"Seating, Serves Alcohol, Takeout, Reservations, Table Service",True,True,40,40,35,40,18,10,6,3,1,"Finnish (6), English (28), Russian (1), Japanese (3)",g189934-d3859271,in rating,$$ - $$$,"Japanese, Asian",28,10,6,Restaurants,,,,,0,no_website,no_website,,,0,0.651092967716977,,
g186470-d10770175,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Blethers NI']",Blethers NI,Unclaimed,4.5,"November 27, 2021","83 Cregagh Road, Belfast BT6 9EQ Northern Ireland",54.58378,-5.89908,#231 of 689 Restaurants in Belfast,#120 of 272 British in Belfast,51,0,0,,"Cafe, British, Irish","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options","Takeout, Seating, Highchairs Available, Table Service, Wheelchair Accessible",False,True,45,45,45,,40,4,3,2,2,English (51),g186470-d10770175,in rating,$$ - $$$,"Irish, Cafe, British",51,0,51,Restaurants,http://www.blethersni.com,,,,0,non-facebook,unavailable,,,0,0.35505643626675,,
g303653-d3346684,"['Europe', 'Bulgaria', 'Veliko Tarnovo Province', 'Veliko Tarnovo', 'Veliko Tarnovo Restaurants', 'Yantra Grand Hotel']",Yantra Grand Hotel,Unclaimed,4,"October 29, 2020","Samovodska Charsia Base of Samovodska Charsia Street, Veliko Tarnovo 5000 Bulgaria",43.083138,25.640816,#10 of 55 Restaurants in Veliko Tarnovo,#10 of 55 Restaurants in Veliko Tarnovo,80,0,,,European,"Dinner, Breakfast, Lunch",,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Table Service",False,False,40,40,40,40,21,35,17,4,3,"French (2), Japanese (1), Polish (2), Italian (1), German (1), Spanish (5), Turkish (1), Portuguese (4), Dutch (2), Hebrew (1), Russian (7), Chinese (Trad.) (1), Korean (1), English (51)",g303653-d3346684,in rating,$$ - $$$,European,51,29,0,Restaurants,,,,,0,no_website,no_website,,,0,0.532266260357574,,
g274924-d10632352,"['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Flamender Restaurant Polus City Center']",Flamender Restaurant Polus City Center,Claimed,4.5,"October 11, 2018","Vajnorska 100 Polus city center, Bratislava 831 04 Slovakia",48.168236,17.13863,"#180 of 1,028 Restaurants in Bratislava","#180 of 1,028 Restaurants in Bratislava",31,0,,?21 - ?105,"European, Central European","Lunch, Dinner, Breakfast, Brunch",Vegetarian Friendly,"Reservations, Seating, Parking Available, Street Parking, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Takeout, Outdoor Seating, Table Service",True,True,45,45,45,,25,2,2,2,0,"French (1), German (1), English (14), Slovak (14), Chinese (Trad.) (1)",g274924-d10632352,in rating,$$ - $$$,"European, Central European, Vegetarian Friendly",14,17,14,Restaurants,http://flamender.restaurant,,,,0,non-facebook,unavailable,,,0,0.982131945900619,,
g303648-d11742761,"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Vittori']",Vittori,Claimed,4.5,"October 13, 2018","Chan Krum St 46, Nessebar 8230 Bulgaria",42.66524,27.71683,#48 of 144 Restaurants in Nessebar,#38 of 68 Seafood in Nessebar,37,0,,?25 - ?85,"Mediterranean, Seafood","Lunch, Dinner, Breakfast, Brunch","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Validated Parking, Free off-street parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Table Service, Takeout, Highchairs Available, Live Music",True,True,50,45,50,,21,10,4,1,1,"Danish (1), English (28), Hungarian (1), Russian (3), Norwegian (2), German (2)",g303648-d11742761,in rating,$$ - $$$,"Seafood, Mediterranean, Vegetarian Friendly",28,9,0,Restaurants,http://www.vittorirestaurant.com,,,,0,non-facebook,unavailable,,,0,0.875641623977572,,
g968426-d3198110,"['Europe', 'Bulgaria', 'Plovdiv Province', 'Asenovgrad', 'Asenovgrad Restaurants', 'Vito Bar & Dinner']",Vito Bar & Dinner,Unclaimed,4,"December 9, 2019","Treti Mart Street 9, Asenovgrad 4230 Bulgaria",42.004852,24.873943,#1 of 6 Restaurants in Asenovgrad,#1 of 1 Bar in Asenovgrad,53,0,,,"Bar, Mediterranean, European, Pub","Lunch, Dinner, Brunch",Vegetarian Friendly,"Reservations, Seating, Serves Alcohol, Free Wifi, Outdoor Seating, Table Service",False,True,40,40,40,,26,18,5,2,2,"French (2), Turkish (2), Spanish (1), Italian (4), German (1), Swedish (1), Russian (1), English (40), Dutch (1)",g968426-d3198110,in rating,$$ - $$$,"Bar, Mediterranean, European",40,13,0,Restaurants,http://www.facebook.com/Bar-Restaurante-Antomar-103962148006676/?ref=page_internal,,,,0,facebook,unavailable,,,0,0.0690566953271627,,
g635766-d7721014,"['Europe', 'Bulgaria', 'Burgas Province', 'Burgas', 'Burgas Restaurants', ""Bar'celona""]",Bar'celona,Unclaimed,4.5,"September 20, 2020","Aleksandrovska 16, Burgas 8000 Bulgaria",42.49217,27.473076,#22 of 142 Restaurants in Burgas,#22 of 142 Restaurants in Burgas,58,0,,,"Cafe, European","Breakfast, Lunch, Dinner",,"Outdoor Seating, Seating, Serves Alcohol, Table Service",True,True,45,40,40,,32,19,3,1,3,"Russian (12), Japanese (1), Polish (1), German (1), Swedish (1), Italian (3), English (37), French (1), Turkish (1)",g635766-d7721014,in rating,$$ - $$$,"Cafe, European",37,21,0,Restaurants,https://www.facebook.com/pages/Cafe-Bar-Barcelona/761619120520913,"September 28, 2020",,"Intro
Page · Bar
Burgas, Bulgaria
+359 88 791 9050
Price Range · $
Rating · 4.6 (458 Reviews)",2020,facebook,online,4.6,458,4100,0.00959391635842621,,
g1088372-d4664265,"['Europe', 'Bulgaria', 'Burgas Province', 'Sveti Vlas', 'Sveti Vlas Restaurants', 'Mari Ivanna']",Mari Ivanna,Unclaimed,4,"May 31, 2018","Mari Ivanna Marina Dinevi, Sveti Vlas 8256 Bulgaria",,,#16 of 63 Restaurants in Sveti Vlas,#2 of 3 Contemporary in Sveti Vlas,50,0,,,"Seafood, Contemporary","Dinner, Lunch",Vegetarian Friendly,"Seating, Serves Alcohol, Reservations, Table Service",True,False,45,45,40,40,23,17,7,3,0,"Spanish (1), German (1), English (11), Russian (37)",g1088372-d4664265,in rating,$$ - $$$,"Seafood, Contemporary, Vegetarian Friendly",11,39,0,Restaurants,,,,,0,no_website,no_website,,,0,0.816740557318553,,
g2278163-d4944052,"['Europe', 'Slovakia', 'Zilina Region', 'Oravsky Podzamok', 'Oravsky Podzamok Restaurants', 'Restauracia pod lampasom']",Restauracia pod lampasom,Unclaimed,3.5,"September 12, 2021","Oravsky Podzamok 32, Oravsky Podzamok 027 41 Slovakia",49.25998,19.35918,#4 of 4 Restaurants in Oravsky Podzamok,#4 of 4 Restaurants in Oravsky Podzamok,39,0,,,"Eastern European, European, Central European","Lunch, Dinner",,"Reservations, Table Service, Seating",False,False,40,40,40,,9,15,6,3,6,"Russian (4), Slovak (11), Czech (8), Italian (1), Polish (5), Hungarian (1), English (7), French (2)",g2278163-d4944052,in rating,$$ - $$$,"European, Eastern European, Central European",7,32,11,Restaurants,,,,,0,no_website,no_website,,,0,0.483687434345484,,
g1826229-d4130883,"['Europe', 'Slovakia', 'Bratislava Region', 'Malacky', 'Malacky Restaurants', 'Koliba']",Koliba,Claimed,4.5,"June 29, 2020","Duklianskych Hrdinov 648, Malacky Slovakia",48.441036,17.02857,#4 of 15 Restaurants in Malacky,#3 of 4 Central European in Malacky,42,0,,,"Barbecue, European, Eastern European, Central European","Dinner, Lunch",,"Reservations, Seating, Table Service, Wheelchair Accessible",False,True,45,40,40,,25,11,1,2,3,"English (11), German (1), Italian (1), Hungarian (2), Czech (11), Slovak (16)",g1826229-d4130883,in rating,$$ - $$$,"Barbecue, European, Eastern European",11,31,16,Restaurants,http://www.kolibamalacky.sk,,,,0,non-facebook,unavailable,,,0,0.498123507015407,,
